r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
589 432 7880 4884 432 1332 2063 3863 12139.813764982422 5
590 1811 5066 95434 1811 2711 3576 5376 11586.38111568719 5
591 4102 3123 128727 4102 5002 5170 6970 3365.6966031133975 5
592 6922 95428 11301 6922 7822 8041 9841 4720.0841069932885 5
593 7856 17206 44666 7856 8756 9259 11059 7037.339296834514 5
594 9029 14595 1560 9029 9929 10577 12377 10344.671470517687 5
595 10187 3733 10174 10187 11087 11079 12879 3517.445594496382 5
596 10577 13421 36011 10577 11477 11641 13441 6606.365277517929 5
597 11883 1434 103964 11883 12783 13339 15139 8186.877213963718 5
598 12991 8234 17069 12991 13891 14508 16308 11361.144600592841 5
599 14130 130874 87633 14130 15030 15212 17012 5852.486557446188 5
600 14828 10350 12245 14828 15728 15878 17678 5038.012584783199 5
601 15425 105112 15534 15425 16325 16168 17968 2256.388793839824 5
602 15798 35772 15531 15798 16698 16727 18527 3194.0846952261822 5
603 17667 35749 16926 17667 18567 18962 20762 9415.902898304379 5
604 18590 8024 2638 18590 19490 19535 21335 3263.315823564007 5
605 22320 11435 36316 22320 23220 23361 25161 6172.761367845479 5
606 23226 6799 15530 23226 24126 24231 26031 4125.03894228146 5
607 23865 53534 93915 23865 24765 25185 26985 20220.25431308065 5
608 26242 4734 106766 26242 27142 27292 29092 4328.482524178464 5
609 27059 130107 11304 27059 27959 27991 29791 2713.747371694917 5
610 30442 87642 8315 30442 31342 31326 33126 3096.402755160492 5
611 30891 5567 11756 30891 31791 31738 33538 3207.347398654573 5
612 31257 53540 14793 31257 32157 32250 34050 2902.486940295426 5
613 31798 5194 6640 31798 32698 33174 34974 11992.31047402712 5
614 33223 8239 12085 33223 34123 34352 36152 7500.438982853638 5
615 33972 10361 39988 33972 34872 34950 36750 3381.142727035585 5
616 34826 117660 11300 34826 35726 35588 37388 2072.0964868052547 5
617 36184 18352 9351 36184 37084 37286 39086 10726.456013802022 5
618 37729 10116 2306 37729 38629 38579 40379 4128.3892889515355 5
