r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
460 21474 8229 117816 21474 22374 22376 24176 3235.3340938701585 5
1139 3777 62239 126340 3777 4677 5698 7498 42961.55796489019 5
1140 21535 65716 100401 21535 22435 22674 24474 8692.235172349825 5
1751 20826 130370 9903 20826 21726 21795 23595 4132.085984339241 5
2445 2829 35595 69217 2829 3729 4007 5807 4461.059110724117 5
2446 4210 3643 7662 4210 5110 5588 7388 9406.346562528839 5
3005 21137 35776 38065 21137 22037 22319 24119 6353.4441700296065 5
3006 50542 61917 27071 50542 51442 3722 5522 32731.030709256112 5
3907 2845 8898 100880 2845 3745 3702 5502 2078.8105190726237 5
3908 4015 4778 5198 4015 4915 5704 7504 9830.630133426304 5
3909 49631 2849 62121 49631 50531 51171 52971 42108.99681189371 5
4561 20948 7828 99196 20948 21848 21854 23654 4281.600044118755 5
5409 20836 72259 82158 20836 21736 22442 24242 32789.81214157251 5
6087 2851 64266 7687 2851 3751 3574 5374 2107.252166256395 5
6088 3561 7680 6081 3561 4461 4830 6630 7592.57183255026 5
6089 4763 3120 7756 4763 5663 22143 23943 8360.82629339106 5
6090 21722 120274 4964 21722 22622 22622 24422 3670.4962744857417 5
6091 50766 2573 4245 50766 51666 5753 7553 10232.511592400084 5
6758 21716 7097 8934 21716 22616 5753 7553 4586.371541486909 5
7455 3541 11299 14003 3541 4441 5039 6839 9720.128566691264 5
7456 20916 57199 51788 20916 21816 22004 23804 4956.9420243719 5
8338 3449 96651 36189 3449 4349 4326 6126 3129.6809476695234 5
8339 4349 8307 18438 4349 5249 5461 7261 3820.1683069486858 5
8340 5050 10533 7092 5050 5950 21589 23389 5130.182279916226 5
8341 21156 13187 104625 21156 22056 22033 23833 4576.968530625617 5
8342 49948 2638 15531 49948 50848 50892 52692 2863.525836711557 5
9150 2857 14004 55536 2857 3757 3644 5444 2109.7977389318203 5
9151 4434 65717 4792 4434 5334 21424 23224 6184.264062059167 5
9152 21697 130810 109582 21697 22597 51193 52993 45086.332027285796 5
9949 20865 82465 14005 20865 21765 35976 37776 35647.81246690354 5
10691 2859 105015 7086 2859 3759 4168 5968 5283.4649277728795 5
10692 4294 7643 65762 4294 5194 5461 7261 4114.73554918183 5
11327 21402 44544 13214 21402 22302 22355 24155 4073.1300378598935 5
11977 4049 61996 7086 4049 4949 5730 7530 41760.77608092515 5
12559 2844 18675 11304 2844 3744 3668 5468 2633.5330506377795 5
12560 3290 9889 7962 3290 4190 4662 6462 5389.919775558829 5
12561 4123 43024 11305 4123 5023 5406 7206 6427.952205915611 5
12562 21864 131195 91492 21864 22764 5424 7224 3048.5142715809343 5
13333 4570 4385 13515 4570 5470 5614 7414 4544.7787652118495 5
13334 35273 7348 5472 35273 36173 50233 52033 5065.8193382915115 5
14037 4232 82239 3526 4232 5132 21767 23567 46997.71941989332 5
14038 21879 13210 1751 21879 22779 22659 24459 2825.6979827638843 5
14825 3400 44282 18061 3400 4300 4236 6036 2539.099356164358 5
14826 4345 11950 85464 4345 5245 5470 7270 4460.499490981424 5
14827 21466 3138 4720 21466 22366 22599 24399 3134.5031697974664 5
14828 49687 112045 109455 49687 50587 51394 53194 34693.819630276186 5
15589 3452 4748 44472 3452 4352 4591 6391 4524.049059384441 5
15590 20900 5472 85406 20900 21800 21980 23780 8439.185835940827 5
16282 50306 6370 2154 50306 51206 51306 53106 6557.198433786702 5
17201 3522 7738 62138 3522 4422 5228 7028 39391.39490977522 5
17202 21730 3493 50081 21730 22630 22630 24430 5714.892517037238 5
17203 35481 98638 93915 35481 36381 37042 38842 19399.915328855157 5
17957 4488 10828 120305 4488 5388 5305 7105 2800.054022719857 5
