r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
401 309 103944 9888 309 1209 1485 3285 3892.1097109906177 5
402 1137 3517 11931 1137 2037 2533 4333 9304.067979576941 5
403 2100 5781 2132 2100 3000 3377 5177 7448.215861550712 5
404 3303 87642 4363 3303 4203 4888 6688 8074.840258606973 5
405 4394 6367 8841 4394 5294 5701 7501 8125.927918153423 5
406 8220 61935 5559 8220 9120 10236 12036 42640.94917743231 5
407 9863 95423 42272 9863 10763 10789 12589 2435.9543235326523 5
408 10710 130530 3512 10710 11610 11737 13537 4229.6558081956755 5
409 11499 12081 9635 11499 12399 12667 14467 5208.271881713065 5
410 12206 61405 6683 12206 13106 13425 15225 11156.777406457895 5
411 13099 8232 4030 13099 13999 14351 16151 9035.287839489143 5
412 13981 7830 62134 13981 14881 15725 17525 43834.16552003728 5
413 17487 62175 65361 17487 18387 21886 23686 17785.535053864045 5
414 21879 62206 44398 21879 22779 24615 26415 3368.012979619308 5
415 24175 33990 9903 24175 25075 25861 27661 43150.68553826328 5
416 27415 11440 15192 27415 28315 28213 30013 2058.5286946249075 5
417 28207 7644 93915 28207 29107 29823 31623 17790.89109957003 5
418 34118 12729 128555 34118 35018 35039 36839 3714.542603060963 5
419 35609 10035 62201 35609 36509 37187 38987 42523.80678045552 5
420 43732 7828 129440 43732 44632 44857 46657 6135.416315727922 5
421 47356 3505 62003 47356 48256 49113 50913 48147.498637005025 5
422 51986 5420 130530 51986 52886 52841 54641 2477.158838868867 5
423 53851 18639 104874 53851 54751 54759 56559 3523.749806653599 5
424 57724 3114 9549 57724 58624 58827 60627 5318.1140164629705 5
425 58514 12215 17174 58514 59414 59454 61254 3339.0169442317388 5
426 59365 4742 5472 59365 60265 60221 62021 3348.0372768323223 5
427 59896 5196 120733 59896 60796 61048 62848 5170.675606981586 5
1073 1939 8217 87447 1939 2839 2983 4783 4542.552226361641 5
1074 3006 9903 6154 3006 3906 4082 5882 4902.797980368852 5
1075 3552 4839 1846 3552 4452 4808 6608 8277.291439816303 5
1076 4890 3376 10035 4890 5790 6206 8006 5322.154296965116 5
1077 6111 95434 47586 6111 7011 7366 9166 7726.420132664247 5
1078 7233 65806 2813 7233 8133 8684 10484 9864.564510250717 5
1079 8174 8233 8089 8174 9074 13356 15156 8807.069804099843 5
1080 12908 10472 8238 12908 13808 14017 15817 6456.218556968298 5
1081 13732 44473 15099 13732 14632 14720 16520 3537.6600357619486 5
1082 15022 33501 3517 15022 15922 16362 18162 8960.342799844613 5
1083 15905 11305 39988 15905 16805 17407 19207 6724.511406243668 5
1084 16993 7974 2773 16993 17893 17895 19695 2903.8463204613377 5
1085 17493 5681 5784 17493 18393 18549 20349 5982.052257747581 5
1086 20052 511 2815 20052 20952 21290 23090 7803.815349822273 5
1087 20979 109960 5461 20979 21879 21999 23799 6825.781519836107 5
1088 21672 100460 120304 21672 22572 22976 24776 8564.513526902365 5
1089 22814 16927 53529 22814 23714 24103 25903 8164.532455895738 5
1090 25235 11370 65471 25235 26135 26536 28336 4695.756723100837 5
1091 26325 128486 65759 26325 27225 27224 29024 2749.014800130377 5
1092 27135 7094 39988 27135 28035 28090 29890 4278.467721623054 5
1093 27686 5425 1425 27686 28586 28747 30547 5453.317188204911 5
1094 29265 65759 6796 29265 30165 30135 31935 4357.564333051676 5
1095 30353 91487 4483 30353 31253 31615 33415 7520.1248262578965 5
1096 31153 2956 104041 31153 32053 31942 33742 3440.9659183545355 5
1097 31717 8031 55762 31717 32617 32544 34344 3834.5086101751835 5
1098 32182 11671 7735 32182 33082 33160 34960 7560.274897070284 5
1099 34168 15187 65521 34168 35068 35115 36915 4481.837220147052 5
1100 34932 2848 17231 34932 35832 35976 37776 4105.656928013011 5
1101 50123 3369 100327 50123 51023 51037 52837 4774.1925353401075 5
1102 56782 11420 17218 56782 57682 57842 59642 3924.930180174946 5
1103 57474 18370 24798 57474 58374 59151 60951 23402.02854088362 5
1104 59727 36283 99970 59727 60627 60613 62413 2315.3710553080628 5
1696 6528 62173 64492 6528 7428 8026 9826 24287.287048185615 5
1697 8774 38803 2956 8774 9674 10539 12339 37747.54151006865 5
1698 12732 62241 11302 12732 13632 14780 16580 47269.07880806198 5
1699 18085 61996 107927 18085 18985 18974 20774 8445.500297217222 5
1700 19226 38803 10474 19226 20126 20901 22701 45478.18895584436 5
1701 21793 62037 93915 21793 22693 24214 26014 57660.01196454554 5
1702 26329 62238 20841 26329 27229 27418 29218 13069.500585711832 5
1703 27543 124733 12201 27543 28443 28898 30698 34887.34425931332 5
1704 29488 44379 7962 29488 30388 30949 32749 41387.02198837938 5
1705 32903 61970 59212 32903 33803 33808 35608 9197.988221586118 5
2375 10058 10433 86199 10058 10958 11400 13200 8109.720215377111 5
2376 10864 129816 8230 10864 11764 11947 13747 5719.664769116292 5
2377 11494 104052 124703 11494 12394 12440 14240 3652.9266065307256 5
2378 12020 36229 14480 12020 12920 12922 14722 2842.2035264045253 5
2379 12428 91569 35720 12428 13328 13815 15615 12980.101628601507 5
2380 13720 4606 10281 13720 14620 15858 17658 11848.159432380635 5
2381 16584 107114 13394 16584 17484 17467 19267 4432.052884953589 5
2382 17040 5895 4726 17040 17940 18079 19879 7253.735713970426 5
2383 17539 7828 123633 17539 18439 18709 20509 6365.0786106127425 5
2384 18190 109942 5323 18190 19090 19048 20848 2875.643588422544 5
2385 19710 14007 10475 19710 20610 20879 22679 6261.67995384359 5
2386 20608 3117 17687 20608 21508 21663 23463 4553.868404094632 5
2387 21306 95361 7842 21306 22206 22226 24026 5193.279047304009 5
2388 22642 16926 8318 22642 23542 23819 25619 7748.792673231827 5
2389 23538 7096 6886 23538 24438 24423 26223 3320.4382449342165 5
2390 23929 18056 124642 23929 24829 24778 26578 2683.6965067514875 5
2391 25413 7738 4605 25413 26313 27312 29112 11244.236329283689 5
2392 28503 8237 36068 28503 29403 29891 31691 10059.680873593248 5
2393 29668 45521 8585 29668 30568 30758 32558 11484.459421308025 5
2394 30437 10709 4742 30437 31337 32217 34017 18491.929496150966 5
2395 31629 4743 9558 31629 32529 32668 34468 6775.399518404844 5
2396 32659 4483 44490 32659 33559 33512 35312 3627.9267940832274 5
2397 33187 91532 115625 33187 34087 34302 36102 9894.312747460572 5
2398 33961 116965 3893 33961 34861 34846 36646 3080.295697567167 5
2399 34927 7753 4151 34927 35827 36502 38302 15311.284649713598 5
2400 37539 6162 55684 37539 38439 38669 40469 9899.823415195784 5
2401 38718 129390 36057 38718 39618 39855 41655 9477.79645790958 5
2402 40129 7767 6728 40129 41029 42525 44325 21934.42591809749 5
2403 45484 8988 10039 45484 46384 46665 48465 9609.528527461036 5
2404 48526 10295 109593 48526 49426 50528 52328 46492.93277971911 5
