r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
472 76810 95356 2813 76810 77710 78236 80036 7044.272196384859 5
473 79484 128753 44282 79484 80384 80570 82370 2887.9453909207887 5
474 80104 126270 2377 80104 81004 81067 82867 5550.815553308409 5
475 83326 3114 35754 83326 84226 84396 86196 4367.277484974961 5
476 84804 11511 33591 84804 85704 390 2190 44046.57077147673 5
1152 78586 7840 109477 78586 79486 80052 81852 41016.07699717877 5
1768 6676 59166 88697 6676 7576 78236 80036 30118.579537971433 5
1769 78137 6088 62171 78137 79037 80280 82080 44825.3327036755 5
1770 83220 106362 7883 83220 84120 84933 86733 14804.75747250871 5
1771 84770 80430 120261 84770 85670 85929 87729 7145.868890931356 5
2464 77348 9902 3384 77348 78248 79090 80890 9739.66068942838 5
2465 79978 36305 109582 79978 80878 82326 84126 43456.890282238775 5
2466 82823 4248 10161 82823 83723 83997 85797 6432.099847958146 5
3933 78219 4724 77992 78219 79119 80285 82085 38171.75185312399 5
3934 80485 4045 95359 80485 81385 81615 83415 6435.024732870842 5
3935 81167 3131 1474 81167 82067 83011 84811 14493.588972390067 5
3936 84125 10466 407 84125 85025 84938 86738 2381.4132399390583 5
3937 85254 93805 11300 85254 86154 86330 88130 4877.3839704289585 5
4572 77224 5454 64492 77224 78124 79637 81437 64162.6129820317 5
4573 83220 62162 18193 83220 84120 85618 87418 38608.736011755296 5
4934 79818 62245 44400 79818 80718 84315 86115 4275.018681927933 5
4935 85680 33990 9889 85680 86580 1804 3604 47861.057411312184 5
6776 6776 88474 62115 6776 7676 78243 80043 43760.27405796389 5
6777 81492 4689 11960 81492 82392 82390 84190 2782.3725661257977 5
6778 82452 91525 87202 82452 83352 83674 85474 2789.130037547877 5
6779 83382 14797 95538 83382 84282 84268 86068 3164.092234112556 5
6780 83944 11300 65770 83944 84844 85136 86936 4460.342735905559 5
6781 85032 16356 47621 85032 85932 86218 88018 7389.612848693449 5
7474 77270 114687 5771 77270 78170 78545 80345 8034.229383391852 5
7475 81543 51781 85482 81543 82443 82814 84614 7132.4383123648895 5
7476 82755 17206 11370 82755 83655 84053 85853 5983.171577297317 5
7477 85012 5422 13394 85012 85912 86300 88100 5763.395690251735 5
8362 77126 85465 881 77126 78026 78338 80138 10113.893960324953 5
8363 78143 57071 95434 78143 79043 79621 81421 15469.736941394176 5
8364 79614 39988 7978 79614 80514 80528 82328 3809.044008851578 5
8365 82602 2132 130752 82602 83502 83515 85315 2872.3435464384984 5
8366 83693 88474 91439 83693 84593 84930 86730 5544.94568698112 5
9166 76668 5546 14071 76668 77568 77512 79312 2658.5563078145506 5
9167 77319 91554 7086 77319 78219 78199 79999 3008.5441049933784 5
9168 77710 87344 54949 77710 78610 79093 80893 12123.843459122727 5
9169 78878 2040 4741 78878 79778 80341 82141 11786.871170824947 5
9972 79977 5420 10270 79977 80877 81234 83034 7547.412144291307 5
10700 77438 4741 3700 77438 78338 78954 80754 12360.485189738914 5
11349 6703 65355 4244 6703 7603 7424 9224 2364.553562861833 5
11350 80109 62175 131195 80109 81009 82024 83824 44276.719892206944 5
11351 83340 6782 4756 83340 84240 85000 86800 7878.908148163417 5
11352 84943 2654 11509 84943 85843 234 2034 8412.696651406804 5
11992 82491 9486 11507 82491 83391 83363 85163 2816.721163901679 5
11993 85537 2199 62185 85537 86437 935 2735 43759.47992184035 5
12582 76650 1483 10916 76650 77550 77660 79460 4365.126780925231 5
12583 78328 7569 6140 78328 79228 79367 81167 6784.35092126121 5
12584 80818 36926 1559 80818 81718 81717 83517 2680.7561162627508 5
13355 78752 111107 55579 78752 79652 79680 81480 5013.463945108996 5
13356 80433 1434 17172 80433 81333 81341 83141 3283.171380293148 5
13357 82041 11872 62125 82041 82941 84764 86564 47736.52340558654 5
14058 78054 10696 35750 78054 78954 79424 81224 6251.182472434481 5
14059 81497 3118 188 81497 82397 82399 84199 3581.3217963470447 5
14060 82483 45609 16356 82483 83383 83780 85580 5186.383474134269 5
14061 83484 18636 6796 83484 84384 84715 86515 4557.531196600734 5
14062 84526 6798 3137 84526 85426 85406 87206 2710.8889035793977 5
14847 76757 8923 7886 76757 77657 77938 79738 4326.667070507051 5
14848 78975 2491 2853 78975 79875 80294 82094 4881.354268961117 5
14849 84187 2813 8089 84187 85087 85556 87356 8271.067388105597 5
16303 77346 7330 10169 77346 78246 78298 80098 3938.1338254455904 5
16304 78089 11849 8933 78089 78989 79603 81403 9463.516138511402 5
16305 80718 5771 4796 80718 81618 81745 83545 4264.574100077958 5
16306 81642 77409 4737 81642 82542 82366 84166 2329.684236477841 5
16307 81839 4742 6798 81839 82739 82833 84633 4740.982473915051 5
16308 82535 44480 14793 82535 83435 83491 85291 4293.74761530835 5
16309 83159 16030 11767 83159 84059 84336 86136 7098.583358262333 5
17224 85259 13398 10259 85259 86159 404 2204 8432.347606820847 5
17976 76847 10533 95426 76847 77747 77978 79778 3040.4399242852646 5
17977 77846 5417 86204 77846 78746 78916 80716 5548.200968910092 5
17978 81075 13398 5768 81075 81975 82288 84088 6951.137526779922 5
17979 82400 57132 4787 82400 83300 83322 85122 2299.276515904795 5
17980 83415 5780 7103 83415 84315 84362 86162 2450.4658906913373 5
17981 83899 4755 93915 83899 84799 2054 3854 24721.071399371667 5
18553 79157 101589 130974 79157 80057 80269 82069 15589.520646717307 5
18554 80856 109607 64492 80856 81756 82291 84091 25227.582146740828 5
18555 84507 109472 56394 84507 85407 85804 87604 14305.56915198188 5
19324 77750 85092 65331 77750 78650 78924 80724 4902.533473046708 5
19325 78781 70367 3779 78781 79681 79904 81704 4686.102165500085 5
19326 79756 4681 11435 79756 80656 80774 82574 5233.819895059098 5
19327 80861 8205 11509 80861 81761 81802 83602 2184.87103752536 5
19328 81415 2130 117127 81415 82315 83070 84870 12203.833476571514 5
19329 82866 10172 4249 82866 83766 84285 86085 9904.454031454537 5
19330 83958 16692 11305 83958 84858 85204 87004 5774.546297145294 5
19331 85565 16568 5424 85565 86465 430 2230 4291.425185180654 5
19943 81269 109465 9899 81269 82169 83252 85052 44416.79293583033 5
22170 80219 14796 3155 80219 81119 81492 83292 9637.855712375971 5
22171 80979 7337 96388 80979 81879 82461 84261 10924.29430393808 5
22172 82465 91205 4785 82465 83365 83332 85132 2501.915956665413 5
22173 83082 11435 91439 83082 83982 84518 86318 5809.796301629702 5
22174 84614 129004 10173 84614 85514 247 2047 14330.429476546313 5
22979 79713 40822 16427 79713 80613 80930 82730 9597.004123767401 5
22980 81896 1711 1422 81896 82796 83920 85720 14631.38533274029 5
22981 83708 2644 15531 83708 84608 84646 86446 2326.209414286545 5
22982 84114 126342 128753 84114 85014 84981 86781 2471.6064585240565 5
22983 85276 11435 5569 85276 86176 86234 88034 3026.4148216556287 5
23813 6709 45573 119331 6709 7609 7429 9229 4312.308053176474 5
23814 77562 11845 7648 77562 78462 78405 80205 3190.590430118627 5
23815 78073 4248 83293 78073 78973 78830 80630 2720.7550874721733 5
23816 78657 4741 14094 78657 79557 80118 81918 6110.84022838501 5
23817 80322 4962 14637 80322 81222 82433 84233 11687.515421330154 5
23818 84100 6392 4245 84100 85000 84856 86656 2061.2107798546363 5
23819 85230 87175 62147 85230 86130 662 2462 44157.740994541506 5
24709 76999 35762 108107 76999 77899 78562 80362 18464.683635295904 5
24710 78454 2010 9350 78454 79354 80728 82528 22618.789164156977 5
25468 78093 36014 127384 78093 78993 80159 81959 16789.424667367053 5
25469 82709 58696 100444 82709 83609 83690 85490 4581.314478872214 5
25470 83236 88474 68075 83236 84136 84449 86249 5032.683428129082 5
25471 84270 8328 7972 84270 85170 85516 87316 7297.736504519807 5
26193 6673 57266 111730 6673 7573 78198 79998 48307.24345946791 5
26194 83269 10697 3509 83269 84169 84299 86099 5324.48110381937 5
26195 83775 11199 128753 83775 84675 85162 86962 4687.160074451301 5
26196 84817 11370 5792 84817 85717 86021 87821 7486.376848681246 5
26852 77688 71755 11438 77688 78588 78642 80442 4341.909922922612 5
26853 78353 7085 7651 78353 79253 79161 80961 2308.6803916255767 5
26854 79658 11511 5198 79658 80558 80461 82261 2227.4087112504267 5
26855 80388 125218 77793 80388 81288 81307 83107 3186.2469011825756 5
27582 76624 119280 43345 76624 77524 78121 79921 36268.582814841524 5
28401 77546 117761 111727 77546 78446 79357 81157 40235.135865801894 5
28402 80013 10946 7354 80013 80913 81113 82913 7007.7960593414255 5
28403 82594 4741 14256 82594 83494 84441 86241 16526.882951486732 5
28404 84403 7582 35326 84403 85303 86036 87836 12466.49245382462 5
29254 77731 5927 94429 77731 78631 78551 80351 2794.4821260148365 5
29255 78554 3616 130530 78554 79454 79826 81626 4270.77153057001 5
29256 80523 104761 57203 80523 81423 82307 84107 6071.564600812276 5
29257 81798 87642 14592 81798 82698 83289 85089 5121.203942170901 5
29258 83471 3118 53545 83471 84371 84297 86097 2771.824882225097 5
29259 84280 10058 1426 84280 85180 85780 87580 8253.62284272149 5
29984 6668 44480 125121 6668 7568 7388 9188 2995.7826154856702 5
29985 79362 1078 10906 79362 80262 80289 82089 4689.654255840424 5
29986 81285 793 6887 81285 82185 82456 84256 4285.138072654339 5
29987 82452 11840 112255 82452 83352 83241 85041 2548.489843233759 5
30569 76666 14796 128135 76666 77566 77743 79543 2114.6040420330655 5
30570 77702 5421 13205 77702 78602 78650 80450 4679.199203012121 5
30571 78318 5198 103966 78318 79218 80045 81845 12327.31357828338 5
30572 79742 36223 36232 79742 80642 80712 82512 3895.11824569402 5
30573 80397 2823 123801 80397 81297 81539 83339 7065.237890933027 5
30574 81713 11071 63719 81713 82613 82621 84421 2622.8311041423476 5
30575 84505 4724 5576 84505 85405 85742 87542 8204.623369312028 5
31149 77057 3121 9474 77057 77957 78347 80147 5456.371399207111 5
31150 78684 5454 9888 78684 79584 79873 81673 6486.482676398599 5
31151 81904 126340 7207 81904 82804 83301 85101 10997.918389033151 5
31152 83094 54945 130090 83094 83994 84792 86592 11844.870919728934 5
32544 82472 3387 104602 82472 83372 84296 86096 10304.641916884299 5
32545 84822 100521 128753 84822 85722 461 2261 2836.394562381598 5
33378 76760 88701 98639 76760 77660 78606 80406 11630.216796058467 5
33379 78194 7880 48306 78194 79094 79456 81256 5947.791423538996 5
33380 79061 53524 91508 79061 79961 80157 81957 4764.970133853876 5
33381 83081 2822 5140 83081 83981 83947 85747 3549.4493288414196 5
33382 85074 10270 14777 85074 85974 86013 87813 2944.8446701011876 5
33383 85700 12225 67702 85700 86600 278 2078 6262.170775226778 5
33947 85428 1839 118148 85428 86328 144 1944 4450.778886693894 5
34682 77414 4995 6796 77414 78314 78999 80799 10086.322346721976 5
34683 79879 43556 5394 79879 80779 82038 83838 15625.216885239202 5
34684 81972 120230 14487 81972 82872 83427 85227 9094.248371622873 5
35438 78942 7647 62183 78942 79842 80411 82211 43247.29592953337 5
35439 82277 109472 4472 82277 83177 84053 85853 35896.70763456015 5
36159 80237 2115 14773 80237 81137 81077 82877 2135.8526339176924 5
36160 81709 128753 112259 81709 82609 82741 84541 4263.852834628422 5
36161 82574 104710 5559 82574 83474 83612 85412 4359.308282030078 5
36162 83496 17069 91531 83496 84396 85061 86861 9705.37058437905 5
36983 77648 65223 6149 77648 78548 78667 80467 4474.363263445761 5
37866 82356 48779 6728 82356 83256 2152 3952 16404.70530074893 5
38671 80893 87633 3519 80893 81793 82269 84069 7523.521287910682 5
38672 81960 85437 6725 81960 82860 83046 84846 5244.752335252049 5
38673 83009 3117 16304 83009 83909 83897 85697 4036.330635272804 5
39775 76849 10474 4861 76849 77749 78470 80270 6289.493040956769 5
39776 80987 91512 117756 80987 81887 82282 84082 7603.938350936663 5
39777 81783 85717 4737 81783 82683 83014 84814 6989.724454900825 5
39778 83007 5454 88701 83007 83907 84837 86637 12497.34383513418 5
40452 76627 74873 16909 76627 77527 78246 80046 42866.45191849488 5
40453 81873 109472 74049 81873 82773 83965 85765 44102.06855560052 5
40454 83667 3115 111720 83667 84567 85724 87524 47027.92166698501 5
41296 6814 129816 7647 6814 7714 77851 79651 5288.1519960377045 5
41297 79441 10935 124914 79441 80341 80536 82336 11737.61612088264 5
41298 80948 80430 87413 80948 81848 82475 84275 5569.4604694546115 5
41299 82096 14654 11435 82096 82996 83144 84944 3233.418872010292 5
41300 82892 4740 4720 82892 83792 83960 85760 7155.146406116327 5
41301 83762 70617 8314 83762 84662 84916 86716 9239.430141302704 5
41865 76661 6728 64492 76661 77561 79485 81285 57131.58846197651 5
42492 77762 4736 85420 77762 78662 78871 80671 5396.31984515774 5
43217 77100 2859 7732 77100 78000 77867 79667 3093.698909478736 5
43218 84075 9488 3348 84075 84975 85616 87416 6740.01114482798 5
43996 76668 16988 62140 76668 77568 77445 79245 3711.73804448692 5
43997 78185 7737 8025 78185 79085 79294 81094 4952.480022069479 5
43998 79032 4633 1427 79032 79932 80302 82102 5564.53361350759 5
43999 81311 7648 7086 81311 82211 82439 84239 3363.345844079024 5
44000 82932 57422 3114 82932 83832 83973 85773 4817.086978358373 5
44001 83548 85098 7975 83548 84448 84430 86230 2922.5160818703957 5
44002 84517 5423 62114 84517 85417 86144 87944 42754.0890723144 5
44003 85607 62202 91492 85607 86507 1048 2848 43153.16901503237 5
44852 6737 4379 1564 6737 7637 77652 79452 8389.5875360904 5
44853 77244 11851 10697 77244 78144 78738 80538 11440.500230418571 5
44854 78937 128883 65494 78937 79837 79859 81659 3815.6042543569274 5
44855 79512 11840 3154 79512 80412 80958 82758 10325.751811392593 5
44856 81023 7097 10054 81023 81923 81922 83722 3353.276540829384 5
45639 84562 7104 13895 84562 85462 85682 87482 4251.672489177535 5
46081 76759 11438 82271 76759 77659 77846 79646 5014.152770661865 5
46082 78599 14803 45610 78599 79499 79661 81461 5334.323287934764 5
46083 79275 104752 103577 79275 80175 80208 82008 5006.726755929519 5
46084 80092 16031 3509 80092 80992 80925 82725 3206.4226695216753 5
46085 81061 11842 87453 81061 81961 82169 83969 7089.416036024616 5
46086 82724 91521 130699 82724 83624 83637 85437 4068.2319350669645 5
46087 83502 8303 11752 83502 84402 84338 86138 3264.2631040716988 5
46088 83816 5216 8024 83816 84716 85359 87159 12109.974390315447 5
46089 85020 2570 9904 85020 85920 86071 87871 4152.82254679093 5
46090 85616 103578 86203 85616 86516 87 1887 2701.7016893475547 5
46938 76637 82256 82489 76637 77537 77926 79726 20425.96192657563 5
46939 79529 87618 62051 79529 80429 81476 83276 42977.33333576365 5
46940 82500 7880 11300 82500 83400 83718 85518 5396.225218075569 5
47928 77222 12419 109603 77222 78122 79001 80801 45246.4156902602 5
47929 79651 104062 7109 79651 80551 80644 82444 4650.526685582502 5
47930 81954 14804 3525 81954 82854 82900 84700 6952.785528147354 5
47931 82460 6802 104039 82460 83360 84031 85831 11876.660087325705 5
48786 78462 128229 103002 78462 79362 80391 82191 14673.582918732558 5
48787 80479 125607 111728 80479 81379 83273 85073 48880.26502514636 5
49588 78615 109472 130530 78615 79515 80360 82160 43687.94653737608 5
50231 76627 43341 109469 76627 77527 77554 79354 13392.310260400067 5
50232 81157 38803 2323 81157 82057 82750 84550 34229.33536701481 5
50233 82644 103951 4787 82644 83544 84115 85915 8110.718947787834 5
50234 83575 100468 62122 83575 84475 85323 87123 42732.16528445586 5
50988 81888 7085 4085 81888 82788 82737 84537 2385.009617039503 5
50989 83465 125871 98638 83465 84365 84428 86228 2564.0536032042874 5
50990 83984 88270 10567 83984 84884 85045 86845 2055.507425428224 5
50991 85003 130720 85405 85003 85903 86393 88193 8709.224332018464 5
51606 76643 16862 11372 76643 77543 77832 79632 4267.602867188951 5
51607 79027 5193 10270 79027 79927 80102 81902 5791.122336454257 5
51608 79876 5568 6800 79876 80776 80867 82667 3605.761665186521 5
51609 80823 85472 5163 80823 81723 82036 83836 8409.304175120376 5
51610 84833 114475 489 84833 85733 86028 87828 7703.432813826807 5
52208 6826 43463 4796 6826 7726 77431 79231 8453.277560586195 5
52209 78511 35762 11862 78511 79411 79718 81518 4808.405532678069 5
