r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
515 15324 91512 14490 15324 16224 16277 18077 5587.01044008211 5
516 16196 5193 14491 16196 17096 17093 18893 4585.3589978743685 5
517 16811 18059 4481 16811 17711 18119 19919 9785.28104372218 5
518 17926 100426 4788 17926 18826 18809 20609 2321.4904782437934 5
519 19026 5421 62175 19026 19926 20720 22520 45557.0656962777 5
520 21665 62170 64492 21665 22565 22983 24783 24313.821235097825 5
521 25237 76 11921 25237 26137 26646 28446 22013.22116050918 5
522 26385 12310 11766 26385 27285 27132 28932 2437.3847056877544 5
523 26756 6795 12085 26756 27656 27644 29444 2769.17475482775 5
524 27460 18352 40886 27460 28360 28668 30468 8549.343799852488 5
525 29419 4247 95434 29419 30319 30282 32082 2498.830774344686 5
526 30216 96390 2121 30216 31116 30998 32798 2460.4989462153558 5
527 43656 7656 62123 43656 44556 45072 46872 41799.44922275299 5
528 48493 85375 7972 48493 49393 49623 51423 8360.338825396875 5
529 51599 3114 62122 51599 52499 53473 55273 45773.4795013854 5
530 56575 12448 35953 56575 57475 58074 59874 6016.383533130944 5
531 57725 35992 96619 57725 58625 59196 60996 12472.836088958446 5
532 58782 6392 130823 58782 59682 59751 61551 4709.377031462616 5
533 61378 13204 4669 61378 62278 62305 64105 3157.0668583018464 5
534 62266 85393 100445 62266 63166 63490 65290 7917.78036843875 5
535 63294 129816 117814 63294 64194 64317 66117 5468.520740750979 5
536 67060 5865 5471 67060 67960 67943 69743 2096.7594755060636 5
537 68355 128869 7104 68355 69255 69771 71571 8309.595619501462 5
538 70086 8081 83305 70086 70986 71194 72994 3600.245804140315 5
539 75202 65330 4756 75202 76102 76149 77949 2714.490151175586 5
540 77112 6723 85094 77112 78012 78042 79842 2651.888234133659 5
541 80574 130810 4737 80574 81474 81382 83182 2241.1742994905458 5
542 80946 4741 70338 80946 81846 83066 84866 5671.612677526502 5
543 82914 130502 61407 82914 83814 83916 85716 4698.610873415014 5
544 84357 10696 67544 84357 85257 85413 87213 4164.5707986781845 5
545 85437 91499 126461 85437 86337 86353 88153 2372.181166551058 5
1188 -100 4076 6721 -100 800 918 2718 3106.8429067957118 5
1189 411 3118 36189 411 1311 1576 3376 2429.6965798919446 5
1190 1788 77410 2130 1788 2688 2734 4534 2794.9969072309445 5
1191 2590 7649 82127 2590 3490 4339 6139 42334.465734440026 5
1192 5669 62172 5546 5669 6569 7509 9309 44806.94309458197 5
1193 7131 130823 2662 7131 8031 8653 10453 7055.615000079658 5
1194 9315 65749 95434 9315 10215 10356 12156 4045.17308630192 5
1195 10282 9520 43370 10282 11182 11555 13355 13689.149001644235 5
1196 11622 637 17953 11622 12522 12928 14728 7965.353784705641 5
1197 12978 100360 11435 12978 13878 14192 15992 4809.715615090261 5
1198 14263 91499 2958 14263 15163 15680 17480 9458.41126177565 5
1199 16186 7829 72185 16186 17086 28263 30063 58186.14318687044 5
1200 49153 11069 3124 49153 50053 50384 52184 10165.645078412299 5
1201 50152 3123 74138 50152 51052 51071 52871 3324.817372784881 5
1202 52836 12090 65515 52836 53736 53667 55467 2931.747404497521 5
1203 53754 11199 4726 53754 54654 54801 56601 5908.592635764071 5
1204 56158 4234 85086 56158 57058 56999 58799 4135.08956879321 5
1205 56994 13181 111742 56994 57894 59453 61253 48114.31051479458 5
1206 60526 8031 126 60526 61426 62161 63961 35068.62039884843 5
1207 62222 54155 85974 62222 63122 63506 65306 12024.298450475995 5
1208 63484 10191 4753 63484 64384 65062 66862 17186.203970756676 5
1209 64688 12306 40573 64688 65588 65607 67407 4291.432777349463 5
1210 66296 8073 106926 66296 67196 67171 68971 2236.451108673383 5
1211 67644 128753 124228 67644 68544 68697 70497 4573.489631711605 5
1212 71296 11435 6797 71296 72196 72246 74046 5515.2534574737865 5
1213 72075 85385 95434 72075 72975 73212 75012 4772.542576848164 5
1214 72909 128388 3646 72909 73809 73953 75753 7416.3277307640665 5
1215 73788 12096 6801 73788 74688 74565 76365 2209.5043582165326 5
1216 75374 15497 5562 75374 76274 76117 77917 2256.3662490243532 5
1217 75998 5197 87643 75998 76898 77036 78836 2780.8844993463267 5
1218 77592 70394 96986 77592 78492 78431 80231 3480.8457843078636 5
1219 83419 109585 65218 83419 84319 84964 86764 41168.02603251792 5
1806 32 13999 104058 32 932 1824 3624 10687.25855943424 5
1807 1813 3381 3142 1813 2713 3141 4941 7903.836232847306 5
1808 2794 14000 43324 2794 3694 3863 5663 5757.623349869462 5
1809 3831 53534 4789 3831 4731 5070 6870 5263.731884195678 5
1810 4914 4732 12093 4914 5814 6082 7882 6589.517747923584 5
1811 6208 3140 9551 6208 7108 7127 8927 5041.54044447713 5
1812 7128 91507 87409 7128 8028 8213 10013 5424.8676795280335 5
1813 7967 16912 7883 7967 8867 8720 10520 2248.7506724053546 5
1814 15713 33990 11841 15713 16613 17430 19230 45371.622884557546 5
1815 16999 15495 6783 16999 17899 17901 19701 2921.204727009162 5
1816 17742 11420 6723 17742 18642 18657 20457 2882.865084460804 5
1817 18240 11439 8238 18240 19140 19339 21139 5385.315686375785 5
1818 21252 62207 105014 21252 22152 22647 24447 40517.36106708611 5
1819 23939 62239 69053 23939 24839 25199 26999 38688.04615357146 5
1820 25284 11351 4390 25284 26184 26275 28075 7235.235519461961 5
1821 27410 7100 11440 27410 28310 28335 30135 3062.7322699471874 5
1822 30855 15359 3580 30855 31755 31795 33595 6557.733043320135 5
1823 31395 36007 2737 31395 32295 32390 34190 2172.9948967200935 5
1824 44492 6635 87370 44492 45392 45694 47494 7795.046313181599 5
1825 45636 7743 4668 45636 46536 47006 48806 9782.326029353544 5
1826 49737 55687 11840 49737 50637 50964 52764 9314.0949159207 5
1827 51634 5454 117762 51634 52534 52678 54478 5219.745498406119 5
1828 53075 8187 5468 53075 53975 53939 55739 3191.913624782699 5
1829 54802 103609 77416 54802 55702 55895 57695 4205.542443640888 5
1830 56572 3545 62137 56572 57472 58744 60544 47222.716679798046 5
1831 64914 62225 130628 64914 65814 66664 68464 44304.01252249055 5
1832 66309 7655 130674 66309 67209 67276 69076 4380.891439905016 5
1833 67929 94429 7737 67929 68829 69266 71066 8891.304544079398 5
1834 68952 71345 5455 68952 69852 69910 71710 4820.938312738431 5
1835 69446 9903 105397 69446 70346 71292 73092 11398.993325082676 5
1836 72707 126835 11066 72707 73607 74462 76262 13159.382863083141 5
1837 74008 50082 7430 74008 74908 75138 76938 4659.3515910430315 5
1838 74605 7435 40878 74605 75505 75582 77382 3977.791791931788 5
1839 76337 130350 16912 76337 77237 77539 79339 6057.572091529878 5
1840 77583 6156 4753 77583 78483 79217 81017 6537.946069712225 5
1841 79371 3151 17172 79371 80271 80630 82430 5467.263020040362 5
2501 1921 65712 2495 1921 2821 2977 4777 2834.4354036581694 5
2502 2957 5546 4795 2957 3857 4206 6006 6490.530709275597 5
2503 4253 12764 3303 4253 5153 5157 6957 3123.2294306483245 5
2504 4895 91499 45239 4895 5795 6853 8653 20419.203600247587 5
2505 6880 36020 85477 6880 7780 8555 10355 12380.203443717357 5
2506 8411 8930 8236 8411 9311 9817 11617 8424.55017631146 5
2507 9468 58704 11769 9468 10368 10827 12627 8419.028885382268 5
2508 10721 10474 4085 10721 11621 11679 13479 3720.8400815224263 5
2509 12290 10697 85138 12290 13190 13175 14975 2481.691175267055 5
2510 12701 57188 6782 12701 13601 13680 15480 2300.8267520573067 5
2511 14109 4249 1948 14109 15009 16119 17919 14553.781889933152 5
2512 18227 17101 1435 18227 19127 19265 21065 8662.675066615873 5
2513 40272 3141 3153 40272 41172 41045 42845 2757.3865132362257 5
2514 40754 3138 5196 40754 41654 41805 43605 6219.164099154996 5
2515 42133 8083 62136 42133 43033 43936 45736 46194.70839944135 5
2516 44598 4450 65123 44598 45498 45796 47596 15706.570966634228 5
2517 50056 85468 111724 50056 50956 55707 57507 49139.301737648115 5
2518 57195 100571 33513 57195 58095 58958 60758 37796.373985295446 5
2519 59387 109467 64492 59387 60287 61780 63580 26849.291288267592 5
2520 61247 64492 115718 61247 62147 62890 64690 5851.755927245417 5
2521 62381 96850 71205 62381 63281 63692 65492 44158.42266266674 5
2522 66288 87642 5194 66288 67188 67274 69074 2350.4340701733595 5
2523 67104 91510 5578 67104 68004 68174 69974 8293.110090933089 5
2524 67894 95359 2412 67894 68794 68824 70624 3847.570927240237 5
2525 68739 51777 4724 68739 69639 69571 71371 2559.238177349531 5
2526 77895 4742 3121 77895 78795 78720 80520 2102.980548444067 5
2527 78327 87661 126861 78327 79227 79463 81263 3758.4932259147154 5
2528 79486 91499 7090 79486 80386 80380 82180 2274.956327684434 5
2529 79927 12974 10270 79927 80827 80889 82689 4067.7442673017063 5
2530 80717 8329 8305 80717 81617 81781 83581 6284.126641066574 5
2531 81640 5469 9461 81640 82540 82982 84782 7606.068008010868 5
2532 83773 57421 8907 83773 84673 84741 86541 4134.978444034723 5
2533 84574 130810 62003 84574 85474 217 2017 45069.22506439783 5
3039 81984 62234 64492 81984 82884 83547 85347 24751.8215695729 5
3964 585 82268 62175 585 1485 3451 5251 50282.10750946225 5
3965 4719 62230 11300 4719 5619 6935 8735 47920.2866497337 5
3966 6468 117661 53532 6468 7368 7343 9143 2393.302509939943 5
3967 7391 42277 2813 7391 8291 8712 10512 6630.012352429349 5
3968 9127 13582 4674 9127 10027 9928 11728 2014.9714975694162 5
3969 9674 11845 128052 9674 10574 11515 13315 15276.467394477897 5
3970 11733 6367 16912 11733 12633 12634 14434 3695.434321097167 5
3971 18620 62173 3114 18620 19520 20426 22226 44669.67157098805 5
3972 23085 62170 40731 23085 23985 24425 26225 14823.11668977278 5
3973 25632 61988 4599 25632 26532 27387 29187 42637.26192556703 5
3974 27181 126270 6395 27181 28081 27994 29794 3553.349362860444 5
3975 27638 65749 103609 27638 28538 28824 30624 5882.770959014648 5
3976 28432 103607 11338 28432 29332 29501 31301 16440.397294536757 5
3977 30172 87661 11416 30172 31072 30991 32791 3028.739011156985 5
3978 30512 5200 1844 30512 31412 32097 33897 13772.448467315773 5
3979 39746 5204 93915 39746 40646 41161 42961 20029.53334397153 5
3980 41832 43337 62207 41832 42732 43291 45091 43098.025963265856 5
3981 47165 11400 5572 47165 48065 47915 49715 2097.0800524175343 5
3982 48667 65765 130823 48667 49567 49479 51279 4741.072452913938 5
3983 50572 7645 62217 50572 51472 52036 53836 43916.56327748366 5
3984 53076 86235 130823 53076 53976 54056 55856 3484.6614944637304 5
3985 53541 3114 129765 53541 54441 54354 56154 2227.3836605915253 5
3986 54729 15618 61975 54729 55629 56414 58214 47324.5229845682 5
3987 69457 4725 8302 69457 70357 70240 72040 2639.749441953879 5
3988 70452 16032 56473 70452 71352 71184 72984 2285.797551038571 5
3989 71027 127128 9655 71027 71927 71916 73716 4259.461120800749 5
3990 71673 4724 15534 71673 72573 73137 74937 8241.399464922973 5
3991 73254 42267 65534 73254 74154 74240 76040 4043.04151617235 5
3992 74403 87641 8316 74403 75303 75345 77145 4427.320034976537 5
3993 81375 96982 11509 81375 82275 82538 84338 4453.533065395209 5
3994 82660 3115 70348 82660 83560 83533 85333 2516.437715744204 5
3995 83473 77410 10054 83473 84373 84623 86423 6153.94874163985 5
3996 84123 4103 7686 84123 85023 85106 86906 3584.3788098579685 5
3997 85621 104869 47552 85621 86521 716 2516 7444.921655131708 5
4591 4020 62241 16768 4020 4920 6244 8044 39511.18562634361 5
4592 6914 119882 5457 6914 7814 8079 9879 6381.256331390996 5
4593 7792 18056 9889 7792 8692 9008 10808 5529.61609255385 5
4594 9030 11415 2661 9030 9930 10061 11861 5569.510513284978 5
4595 9690 491 127645 9690 10590 11281 13081 3754.381187081073 5
4596 16035 62236 10464 16035 16935 18171 19971 43249.104131616645 5
4597 19692 109472 104308 19692 20592 20780 22580 13481.825777736296 5
4598 20969 62241 5787 20969 21869 22634 24434 44562.127438772644 5
4599 22309 6370 7756 22309 23209 23222 25022 4219.316852405339 5
4600 22713 36230 100548 22713 23613 23569 25369 2970.5109557313026 5
4601 23190 42752 7846 23190 24090 24049 25849 2916.3945366970574 5
4602 23578 109913 9442 23578 24478 24581 26381 5202.170911311401 5
4603 25340 120276 8069 25340 26240 26299 28099 3780.5748904165453 5
4604 26023 100507 7961 26023 26923 27049 28849 4380.845237621977 5
4605 26513 2848 120320 26513 27413 27430 29230 6048.141868187616 5
4606 27203 8239 86215 27203 28103 28153 29953 2941.1702778992803 5
4607 28223 100398 7090 28223 29123 29338 31138 6407.611806553166 5
4608 30216 3124 61403 30216 31116 31392 33192 9934.957520525617 5
4609 31017 35949 7573 31017 31917 32050 33850 7363.62337682416 5
4610 33088 95341 12604 33088 33988 34559 36359 15110.12270238406 5
4611 34469 84726 10770 34469 35369 35181 36981 3374.4400925215496 5
4612 51190 109598 35744 51190 52090 53025 54825 40247.28450940458 5
4613 52988 123451 101209 52988 53888 54290 56090 5722.441101654611 5
4614 55774 87642 62041 55774 56674 57622 59422 43350.9605276234 5
4615 64222 62172 104643 64222 65122 66108 67908 44875.00195175991 5
4616 70108 131090 13213 70108 71008 71131 72931 4276.359159810658 5
4617 71254 14804 2140 71254 72154 72292 74092 5336.303076505314 5
4618 77424 61999 64492 77424 78324 80129 81929 23987.81055316563 5
4619 85387 62210 40778 85387 86287 1300 3100 45547.51283780493 5
4951 1150 9479 4096 1150 2050 2299 4099 4376.859271589347 5
4952 3229 11947 1467 3229 4129 4685 6485 9515.947210699329 5
4953 5717 119714 15359 5717 6617 7210 9010 5782.296825867358 5
4954 10178 62170 85303 10178 11078 12361 14161 39927.10794532692 5
4955 16761 109472 9488 16761 17661 18264 20064 40305.02371429366 5
4956 18931 62172 8306 18931 19831 20747 22547 43889.36449774497 5
4957 24211 62236 75420 24211 25111 24991 26791 7787.767779552055 5
4958 27405 62222 64492 27405 28305 29247 31047 25652.405582298343 5
4959 68722 62170 44400 68722 69622 74854 76654 3522.361376953152 5
4960 76786 62236 62230 76786 77686 81964 83764 3400.02000629369 5
6133 232 11414 4735 232 1132 1285 3085 2851.915441963557 5
6134 972 8305 53546 972 1872 1923 3723 3207.644341019783 5
6135 1617 11414 36306 1617 2517 3217 5017 9757.27450848581 5
6136 2938 12307 11810 2938 3838 3703 5503 2472.7549511816255 5
6137 3418 8328 2413 3418 4318 4505 6305 6851.342912298598 5
6138 4045 93808 11751 4045 4945 4831 6631 2377.332187483862 5
6139 4766 2412 56518 4766 5666 6082 7882 7077.7606555167495 5
6140 5754 2662 15531 5754 6654 6939 8739 6653.863579016923 5
6141 6991 11439 85512 6991 7891 8909 10709 22827.257828279155 5
6142 9473 5361 35987 9473 10373 10506 12306 5945.886919106572 5
6143 10376 4366 8235 10376 11276 11553 13353 6583.684495550046 5
6144 11610 45448 2261 11610 12510 12480 14280 2940.914223107268 5
6145 12574 100460 53543 12574 13474 13441 15241 3527.5635034061124 5
6146 19560 104607 11508 19560 20460 20666 22466 6685.446359496942 5
6147 20149 87625 36235 20149 21049 21406 23206 9062.752652973513 5
6148 21020 120275 3521 21020 21920 22271 24071 9984.150527564807 5
6149 22468 10361 14586 22468 23368 23255 25055 4003.5997832653115 5
6150 42256 10826 2706 42256 43156 43097 44897 5936.837766439559 5
6151 45225 85359 109469 45225 46125 47209 49009 50516.547211974415 5
6152 49170 88752 5774 49170 50070 50157 51957 8019.247496568632 5
6153 50350 2659 85471 50350 51250 51073 52873 2202.892303493389 5
6154 52735 118648 4612 52735 53635 53807 55607 6674.138555684396 5
6155 54450 14005 18351 54450 55350 55770 57570 8155.197364819871 5
6156 55487 17088 104780 55487 56387 56506 58306 4649.278761356467 5
6157 56114 128013 5470 56114 57014 57089 58889 3682.718929751701 5
6158 57355 10048 11670 57355 58255 58715 60515 11133.505479479136 5
6159 58423 4607 16704 58423 59323 60318 62118 17436.57852465625 5
6160 60623 2671 67531 60623 61523 62217 64017 11108.975913794531 5
6161 61836 4234 104878 61836 62736 62832 64632 3942.121714931689 5
6162 63353 12974 6801 63353 64253 64367 66167 5782.306676648359 5
6163 64689 11920 2131 64689 65589 66127 67927 10385.052003064691 5
