r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
31 531 2653 8302 531 1431 1761 3561 5139.803872007868 5
32 1783 5419 2377 1783 2683 2828 4628 4723.904425487769 5
33 2506 11509 121555 2506 3406 3805 5605 5504.867270422473 5
34 3875 104414 7786 3875 4775 4887 6687 3021.0392275194663 5
35 4644 43095 4789 4644 5544 5445 7245 2125.293638771795 5
36 5125 6887 85382 5125 6025 6252 8052 6400.326840984691 5
37 5733 85465 130333 5733 6633 6918 8718 5720.647286031631 5
38 6451 6723 11441 6451 7351 7256 9056 2226.6507060029317 5
39 6949 9903 4480 6949 7849 8157 9957 7184.119835893952 5
40 7767 16531 65204 7767 8667 8924 10724 7260.5504022768055 5
41 8746 7644 35753 8746 9646 9891 11691 5648.897934622516 5
42 9407 10472 110255 9407 10307 11109 12909 19942.918028862015 5
43 11316 1826 6610 11316 12216 12054 13854 2342.444936677799 5
44 11821 2810 16692 11821 12721 12953 14753 5737.9225439303045 5
45 12508 11440 6368 12508 13408 13665 15465 5131.1863210428955 5
46 13297 14007 3376 13297 14197 14259 16059 3445.850903043548 5
47 13810 100402 4742 13810 14710 15019 16819 7499.309178377897 5
48 15103 87641 10835 15103 16003 16051 17851 3008.7348714390073 5
49 15550 14797 5209 15550 16450 16426 18226 2388.0996924093542 5
50 16909 11434 100429 16909 17809 17879 19679 5225.6230884867055 5
51 17404 9550 130530 17404 18304 18288 20088 4324.969699120541 5
52 18336 11840 85438 18336 19236 19501 21301 7813.598123062387 5
53 20097 100469 4380 20097 20997 21181 22981 8627.38578440951 5
54 27535 48794 100567 27535 28435 28580 30380 7203.728274279238 5
55 44846 11420 42274 44846 45746 45918 47718 4963.225460003888 5
56 46681 13210 83784 46681 47581 49204 51004 62813.80085725456 5
57 50905 100644 95419 50905 51805 51983 53783 3937.956072791546 5
58 52534 1698 2860 52534 53434 54847 56647 16771.159478631434 5
59 54828 4234 4737 54828 55728 55839 57639 3911.69632733686 5
60 55318 10836 130810 55318 56218 56264 58064 2275.04770426622 5
61 57502 65749 11512 57502 58402 58569 60369 3217.316950442669 5
62 59226 124613 25158 59226 60126 62039 63839 57961.6087221123 5
63 65357 62223 13182 65357 66257 66918 68718 43135.551181735915 5
64 67856 33995 3121 67856 68756 69786 71586 46725.534541380184 5
65 70262 5471 111725 70262 71162 72022 73822 47147.82335131372 5
66 72521 4788 11401 72521 73421 73588 75388 6208.8520543460945 5
67 73192 14494 130530 73192 74092 74243 76043 5517.767322318387 5
68 74663 15497 14804 74663 75563 75610 77410 3249.6078852331584 5
69 75769 96982 3160 75769 76669 77285 79085 11337.951405883463 5
70 77324 36318 94149 77324 78224 78592 80392 7718.497677141069 5
71 78398 44909 69200 78398 79298 79474 81274 14030.695007023425 5
72 79232 107203 130396 79232 80132 80195 81995 2686.995186025032 5
73 81653 126938 70376 81653 82553 82537 84337 2745.442642081957 5
74 82386 5546 5538 82386 83286 84087 85887 12249.454132263456 5
75 83704 11670 10044 83704 84604 85116 86916 10494.648833249132 5
76 85130 5422 11509 85130 86030 86047 87847 2755.961516644915 5
77 85533 4234 8301 85533 86433 73 1873 3661.922833689138 5
766 120 74143 91492 120 1020 1351 3151 3343.8411832085376 5
767 1237 100522 11418 1237 2137 2109 3909 2533.8896905360625 5
768 2203 93809 5425 2203 3103 3288 5088 4064.602688743273 5
769 4551 11414 130699 4551 5451 5619 7419 6314.50106617312 5
770 8093 124733 18636 8093 8993 9861 11661 46686.67654941388 5
771 10164 65740 6796 10164 11064 11199 12999 5439.549535934036 5
772 13048 2662 12974 13048 13948 14277 16077 5622.373609882388 5
773 14113 43464 13213 14113 15013 15116 16916 4606.310245356245 5
774 14673 35750 17175 14673 15573 15517 17317 2272.5167480971886 5
775 16042 40779 10473 16042 16942 17029 18829 5102.248134708543 5
776 17623 12765 65506 17623 18523 18809 20609 5110.004522801494 5
777 19735 4248 4691 19735 20635 20842 22642 5278.385877126293 5
778 21277 11302 12278 21277 22177 22534 24334 8545.249643825344 5
779 47955 235 62088 47955 48855 50229 52029 49667.43423991444 5
780 52749 1429 35753 52749 53649 53953 55753 6076.49842662921 5
781 53635 10474 77407 53635 54535 54717 56517 6610.029647355946 5
782 54716 486 98619 54716 55616 55789 57589 5274.780489695693 5
783 55690 94168 90919 55690 56590 58165 59965 8447.452162131827 5
784 58415 6614 15994 58415 59315 59282 61082 3861.609090704128 5
785 58838 15994 87182 58838 59738 60124 61924 8518.058276125428 5
786 61389 9557 5199 61389 62289 62672 64472 9309.807433718592 5
787 62314 14793 127462 62314 63214 63187 64987 2083.341062793176 5
788 63227 91487 44400 63227 64127 66743 68543 44915.39057621473 5
789 67764 109489 6724 67764 68664 69588 71388 42272.28072588673 5
790 69476 6889 11419 69476 70376 70425 72225 3076.0334855718206 5
791 72480 3151 112234 72480 73380 74089 75889 7623.193971950367 5
792 73687 8313 65218 73687 74587 74729 76529 4547.103567059231 5
793 74303 11507 47634 74303 75203 75459 77259 8711.952303106287 5
794 76146 104416 88270 76146 77046 77054 78854 3470.6227091128835 5
795 83012 62230 74137 83012 83912 84931 86731 44736.3240439043 5
796 84495 4727 3346 84495 85395 85981 87781 8922.472197657806 5
797 85626 11448 6517 85626 86526 382 2182 7521.835512780995 5
1365 11169 62175 12943 11169 12069 12639 14439 33997.02917898895 5
1366 13139 33994 43019 13139 14039 14679 16479 44955.94584037161 5
1367 15604 62234 27239 15604 16504 16493 18293 9034.343259848873 5
1368 17034 62237 63410 17034 17934 18479 20279 17123.23570168879 5
1369 21263 82130 64492 21263 22163 23558 25358 23934.35009023922 5
1370 52699 3083 109469 52699 53599 55393 57193 40313.19554636523 5
1371 59474 62237 14799 59474 60374 61371 63171 44744.752322247856 5
1372 61157 87206 7671 61157 62057 62126 63926 4617.671368747114 5
1373 62879 14490 6797 62879 63779 63653 65453 2644.3071618279814 5
1374 63113 14490 3142 63113 64013 64370 66170 3444.9552233836757 5
1375 68887 34369 9479 68887 69787 70288 72088 38384.919680846084 5
1376 71373 109471 2114 71373 72273 72984 74784 43461.900683223765 5
1377 77579 62230 4250 77579 78479 79561 81361 43375.8561671716 5
1378 83256 2894 8234 83256 84156 84660 86460 10867.43125064232 5
1379 84706 103964 95402 84706 85606 85945 87745 9434.773340973 5
1380 85782 53488 1434 85782 86682 774 2574 9187.763997702315 5
2050 998 3134 15185 998 1898 2056 3856 4313.71199160994 5
2051 2869 3138 8311 2869 3769 3887 5687 4813.863181031633 5
2052 3624 5468 4235 3624 4524 4588 6388 2619.8654047954165 5
2053 4519 45463 4627 4519 5419 5820 7620 9372.119787169393 5
2054 5532 3129 18061 5532 6432 6565 8365 4064.515518788413 5
2055 6074 8918 7091 6074 6974 7013 8813 3773.8518752388136 5
2056 6571 2116 7653 6571 7471 7540 9340 3707.187641636213 5
2057 7640 104698 2578 7640 8540 8562 10362 3856.4745091554532 5
2058 8977 6783 1822 8977 9877 10596 12396 12182.590592562947 5
2059 11886 38803 80429 11886 12786 13585 15385 43701.748806493386 5
2060 14839 53534 9889 14839 15739 15596 17396 2633.394205868931 5
2061 18152 6784 85468 18152 19052 18972 20772 3682.4519532432428 5
2062 18593 7680 4101 18593 19493 19478 21278 2414.78766210881 5
2063 19054 1067 11435 19054 19954 19810 21610 2183.1490083882304 5
2064 19804 6724 3141 19804 20704 21042 22842 5942.061317597765 5
2065 20548 125607 83455 20548 21448 21341 23141 2652.9578407150134 5
2066 21278 6920 8024 21278 22178 22322 24122 5283.396854401537 5
2067 22698 3371 35961 22698 23598 23864 25664 8906.134429481803 5
2068 23448 35991 8310 23448 24348 24569 26369 10122.297063189575 5
2069 40952 68959 96986 40952 41852 42077 43877 8587.250912059317 5
2070 46555 8093 2655 46555 47455 47380 49180 2147.7544502265387 5
2071 47210 10472 44805 47210 48110 48473 50273 11134.725659756874 5
2072 48571 1539 124731 48571 49471 51530 53330 44898.3272571669 5
2073 52636 11509 7973 52636 53536 53620 55420 3787.485643595437 5
2074 54233 11346 10275 54233 55133 55201 57001 4421.34179561245 5
2075 54847 85424 39949 54847 55747 56695 58495 8462.675564309258 5
2076 56589 130090 62122 56589 57489 58637 60437 43390.650889658886 5
2077 59239 61967 53343 59239 60139 61014 62814 8896.884860933584 5
2078 61950 62233 8300 61950 62850 63987 65787 44560.35767131895 5
2079 64205 4249 16697 64205 65105 65285 67085 3956.3372689666817 5
2080 65952 11892 95437 65952 66852 67285 69085 8956.476510499546 5
2081 68027 5454 33592 68027 68927 69849 71649 42759.26977784481 5
2082 69372 34375 59151 69372 70272 70331 72131 20564.65017198891 5
2083 69800 1085 47871 69800 70700 70506 72306 12176.145800401486 5
2084 76448 99196 11374 76448 77348 77423 79223 2402.073386001832 5
2085 77443 11370 14804 77443 78343 78222 80022 2141.253886547837 5
2086 77718 483 130823 77718 78618 78737 80537 3720.6944715295344 5
2087 78252 45601 54408 78252 79152 82434 84234 50475.06815488786 5
2088 83334 7831 62116 83334 84234 85693 87493 42365.18869822802 5
2733 207 105054 8832 207 1107 1518 3318 7060.007911129229 5
2734 1574 120733 4249 1574 2474 2594 4394 2897.244085038098 5
2735 3037 130333 8826 3037 3937 4841 6641 18841.984403957216 5
2736 5405 6376 6363 5405 6305 6326 8126 4699.512312538377 5
2737 5876 9550 12970 5876 6776 6807 8607 2770.6875686429644 5
2738 6551 11435 65755 6551 7451 7455 9255 3569.588809323231 5
2739 7473 4729 9903 7473 8373 8389 10189 2348.0265105471394 5
2740 8088 95428 44666 8088 8988 9002 10802 2911.573500367779 5
2741 9544 130752 4483 9544 10444 11112 12912 7928.642396102286 5
2742 15019 109465 64492 15019 15919 17265 19065 24392.12345136813 5
2743 20103 4599 85448 20103 21003 21205 23005 8268.567150332347 5
2744 20943 14903 3507 20943 21843 21932 23732 5692.245491373437 5
2745 22184 126340 4669 22184 23084 23364 25164 6191.8317835861735 5
2746 23153 85488 7614 23153 24053 24431 26231 8092.8967673435345 5
2747 47053 5367 2115 47053 47953 48839 50639 18583.04713997546 5
2748 49616 95427 91510 49616 50516 50408 52208 2084.2606217005305 5
2749 50757 3121 95358 50757 51657 51571 53371 2608.299760475926 5
2750 51352 4741 2859 51352 52252 52308 54108 4136.145566427615 5
2751 54320 8302 57125 54320 55220 55312 57112 2355.548534007277 5
2752 56476 14804 4364 56476 57376 57863 59663 7102.620456241236 5
2753 58194 8896 62125 58194 59094 60856 62656 44567.99998351336 5
2754 63948 62208 77416 63948 64848 65729 67529 44285.26674934496 5
2755 69764 82123 3123 69764 70664 71464 73264 43134.14839351374 5
2756 71181 1413 7880 71181 72081 72000 73800 2059.3591507493124 5
2757 77552 109543 5215 77552 78452 79755 81555 46576.93760037813 5
2758 85041 62225 60417 85041 85941 86328 88128 13673.341711180592 5
3417 -186 4373 120247 -186 714 997 2797 4036.3869836841936 5
3418 1009 11840 2662 1009 1909 2546 4346 6857.102778088286 5
3419 4583 4729 13182 4583 5483 5721 7521 3376.4514826417007 5
3420 5251 5425 6782 5251 6151 6594 8394 4836.602792653582 5
3421 6357 2495 2654 6357 7257 7445 9245 4443.296896117809 5
3422 7123 129817 44666 7123 8023 8006 9806 3012.7459513202148 5
3423 7742 5454 36307 7742 8642 8847 10647 6812.972672438203 5
3424 8403 5784 3113 8403 9303 9597 11397 8111.813648342416 5
3425 9288 5416 62143 9288 10188 11039 12839 45743.543679485025 5
3426 12535 130674 11304 12535 13435 13553 15353 5584.044906738069 5
3427 13198 11304 10161 13198 14098 14656 16456 9384.461921142089 5
3428 14957 100488 78434 14957 15857 17385 19185 41599.07881560757 5
3429 18903 3113 66423 18903 19803 19707 21507 2443.0393033915975 5
3430 19385 130725 10276 19385 20285 20512 22312 6491.57055711505 5
3431 20244 10052 9899 20244 21144 21066 22866 2819.4680757478172 5
3432 20542 130027 4243 20542 21442 21482 23282 3346.114997669627 5
3433 48984 6158 7963 48984 49884 49965 51765 4380.152508204996 5
3434 50387 17222 43324 50387 51287 51249 53049 2327.053565805146 5
3435 50948 117661 100467 50948 51848 52029 53829 5311.247751461643 5
3436 52625 11761 1717 52625 53525 54790 56590 21596.41645085365 5
3437 55499 8399 3260 55499 56399 57053 58853 17427.993297669527 5
3438 58304 35999 13182 58304 59204 60004 61804 13542.530990391795 5
3439 60074 11840 3305 60074 60974 62067 63867 18422.788697206837 5
3440 61970 5856 10270 61970 62870 63807 65607 13821.93494277255 5
3441 63973 3140 111729 63973 64873 65914 67714 47919.59964064241 5
3442 69344 35971 55536 69344 70244 70573 72373 7879.92425447002 5
3443 70645 35754 11756 70645 71545 71540 73340 3573.175234824383 5
3444 71704 53536 14928 71704 72604 72683 74483 3243.3269292588698 5
3445 73615 88255 44666 73615 74515 74462 76262 2776.2639410035536 5
3446 74180 14480 7651 74180 75080 75448 77248 6445.027623697208 5
3447 76419 7671 4101 76419 77319 77187 78987 2124.4886268932587 5
3448 77941 10053 9899 77941 78841 78847 80647 2995.6089050226637 5
3449 78379 3124 54947 78379 79279 80102 81902 12986.103991560445 5
3450 80112 5822 6382 80112 81012 80956 82756 2173.106388088069 5
3451 80616 11069 11437 80616 81516 82129 83929 9111.102248998523 5
3452 81668 7089 7787 81668 82568 82581 84381 2865.881405860347 5
3453 82575 7347 109603 82575 83475 84920 86720 40998.84468263605 5
4255 -426 5418 104785 -426 474 571 2371 4240.964044842011 5
4256 353 11843 87444 353 1253 1620 3420 7154.55756927877 5
4257 3626 109486 3617 3626 4526 5702 7502 47402.28799117803 5
4258 5816 4076 47625 5816 6716 7143 8943 6582.152169433354 5
4259 7845 11415 7368 7845 8745 8685 10485 3964.8269567959733 5
4260 9062 100453 4747 9062 9962 10059 11859 3945.5191120348672 5
4261 12996 62239 14799 12996 13896 14617 16417 44525.20556008681 5
4262 18959 62038 10474 18959 19859 21015 22815 44888.528576857956 5
4263 20817 9112 14842 20817 21717 21953 23753 13876.722629916738 5
4264 21885 104052 3703 21885 22785 23310 25110 10269.69488503757 5
4265 23039 105271 91535 23039 23939 24322 26122 7887.040002292646 5
4266 25251 3777 9433 25251 26151 26098 27898 3589.4822586324153 5
4267 25700 2815 8330 25700 26600 26789 28589 8588.884224690573 5
4268 26563 11920 65415 26563 27463 28529 30329 18300.693716505306 5
4269 53123 61996 91510 53123 54023 55685 57485 42543.83422430606 5
4270 56523 128753 105053 56523 57423 57629 59429 3754.538794574441 5
4271 61277 4250 42749 61277 62177 63795 65595 47768.937563856794 5
4272 66914 42749 7973 66914 67814 69445 71245 46710.65972333018 5
4273 69861 130771 91512 69861 70761 71117 72917 4094.8587364592754 5
4274 73357 128250 8316 73357 74257 74480 76280 3642.3047160320752 5
4275 75344 5805 13182 75344 76244 76395 78195 3673.2410646798926 5
4276 77147 5454 117861 77147 78047 79168 80968 42879.4564022704 5
4277 80876 87986 5546 80876 81776 82930 84730 47901.96542498228 5
4772 2327 62173 9903 2327 3227 4254 6054 42852.77700814357 5
4773 3774 91489 11509 3774 4674 4765 6565 3310.6282395160392 5
4774 7632 62088 95434 7632 8532 9405 11205 43143.09206862656 5
4775 12148 62241 93915 12148 13048 14979 16779 58182.40530593783 5
4776 23286 33948 39932 23286 24186 24631 26431 22492.03120554005 5
4777 53484 109517 62106 53484 54384 57549 59349 12749.133739352268 5
4778 62093 62239 118243 62093 62993 64471 66271 37337.86291760018 5
4779 69847 62175 44398 69847 70747 72302 74102 2704.451480834626 5
4780 72160 53359 62176 72160 73060 75418 77218 10626.325722780164 5
4781 78303 44377 44398 78303 79203 81671 83471 11860.861735678958 5
4782 82860 62170 14798 82860 83760 85276 87076 44367.071078038454 5
4783 85552 87175 128388 85552 86452 310 2110 2766.747912565002 5
5057 2368 109472 7348 2368 3268 5409 7209 40422.145913234854 5
5058 7807 62172 95434 7807 8707 9484 11284 42627.48576055198 5
5059 12352 62245 6790 12352 13252 14690 16490 45774.54083235446 5
5060 15620 1413 58933 15620 16520 16707 18507 5228.7781896858805 5
5061 16829 48296 4250 16829 17729 17881 19681 5756.8771835192165 5
5062 17532 9902 9351 17532 18432 18586 20386 7924.503253264169 5
5063 18158 11342 115383 18158 19058 19116 20916 12038.935958671058 5
5064 19478 4480 3376 19478 20378 20418 22218 3775.179749090241 5
5065 21031 35759 7892 21031 21931 21871 23671 2629.8149572595057 5
5066 21335 51749 3124 21335 22235 22809 24609 4777.989584694806 5
5067 22300 3124 82130 22300 23200 24448 26248 44001.93098037509 5
5068 30085 8230 35957 30085 30985 31616 33416 14830.504155340428 5
5069 31573 1434 72245 31573 32473 32836 34636 12846.24254432098 5
5070 49375 6375 119061 49375 50275 50457 52257 8953.437981807321 5
5071 50092 2854 80613 50092 50992 51240 53040 6511.702034024461 5
5072 51421 14588 13219 51421 52321 52198 53998 2306.0323731632084 5
5073 52767 11869 5419 52767 53667 54104 55904 8009.313049098823 5
5074 54566 88260 104686 54566 55466 55608 57408 2838.1450262645726 5
5075 55473 8312 3115 55473 56373 56370 58170 2438.1680058387337 5
5076 58397 18627 15531 58397 59297 60413 62213 4161.7323779695525 5
5077 59945 102047 5573 59945 60845 61032 62832 5208.056714120374 5
5078 60835 6798 82271 60835 61735 62055 63855 6778.78379332874 5
5079 63477 4188 42319 63477 64377 64824 66624 7327.985070278169 5
5080 64689 42267 5419 64689 65589 65713 67513 5270.730207682278 5
5081 65803 95426 130771 65803 66703 66768 68568 2014.801479033999 5
5082 67452 7883 16909 67452 68352 68327 70127 2548.2921117422893 5
5083 69252 77412 62141 69252 70152 71174 72974 46087.57643991664 5
5084 82780 38803 130530 82780 83680 84998 86798 43293.17340018115 5
5085 84905 43095 130333 84905 85805 85830 87630 2130.027691000387 5
5086 85513 121454 11509 85513 86413 221 2021 3190.6950863005354 5
5604 2118 71334 7787 2118 3018 2984 4784 6534.963436284111 5
5605 3108 14484 1438 3108 4008 4062 5862 5720.141739762954 5
5606 4397 11815 11509 4397 5297 5912 7712 11213.487054818715 5
5607 6235 4794 95428 6235 7135 7175 8975 3722.093263814383 5
5608 6756 4743 17216 6756 7656 7713 9513 4466.499204343875 5
5609 7411 8216 2804 7411 8311 8531 10331 8162.4645670415575 5
5610 8900 107203 125744 8900 9800 9791 11591 4484.741012746469 5
5611 9697 7090 100418 9697 10597 10737 12537 4516.603665514553 5
5612 11261 4249 1938 11261 12161 12548 14348 12459.944673652588 5
5613 12479 13617 54858 12479 13379 13328 15128 5626.715674819343 5
5614 13078 35770 100512 13078 13978 14342 16142 2893.433130299793 5
5615 14277 15532 7643 14277 15177 15377 17177 3840.905122047639 5
5616 15627 11713 11299 15627 16527 16681 18481 6414.325987732407 5
5617 16293 11302 4737 16293 17193 17256 19056 4613.752490426832 5
5618 16941 91544 87370 16941 17841 18016 19816 6804.7389030988015 5
5619 18624 100443 4253 18624 19524 19596 21396 15178.646611068658 5
5620 20210 16862 100455 20210 21110 21078 22878 2885.0853824933597 5
5621 20649 1417 115774 20649 21549 21490 23290 3848.878639123413 5
5622 21972 6370 2807 21972 22872 23098 24898 6270.273724059515 5
5623 23256 5894 11766 23256 24156 24540 26340 10754.34776849379 5
5624 25323 11712 128388 25323 26223 26025 27825 2070.304219187353 5
5625 28412 91528 120280 28412 29312 29265 31065 2736.4573202096467 5
5626 28725 6158 6887 28725 29625 29596 31396 4709.526505808388 5
5627 44233 3381 62115 44233 45133 46546 48346 39131.283076121785 5
5628 46999 1821 5430 46999 47899 48037 49837 6401.924990713233 5
5629 48050 3124 130823 48050 48950 48867 50667 2352.8456204304257 5
5630 49182 128250 93806 49182 50082 50059 51859 3113.9002137802604 5
5631 49977 5558 7973 49977 50877 50941 52741 2930.2189319373974 5
5632 52486 6805 33593 52486 53386 56043 57843 48301.91823574544 5
5633 60196 109472 95434 60196 61096 62013 63813 42765.07025600561 5
5634 61833 9903 62142 61833 62733 63478 65278 44451.97525443878 5
5635 66791 24515 8303 66791 67691 68858 70658 44491.13742495885 5
5636 68391 96985 11509 68391 69291 69716 71516 4605.604180279287 5
5637 71764 104878 62122 71764 72664 73935 75735 45896.72628316922 5
5638 75218 91528 36231 75218 76118 76171 77971 2981.042289502101 5
5639 76612 61410 7033 76612 77512 78186 79986 10204.869059031615 5
5640 83145 9548 17688 83145 84045 84066 85866 2309.338625717018 5
5641 84673 77943 87204 84673 85573 85750 87550 3755.925640544572 5
6417 862 109630 129879 862 1762 3474 5274 43458.10880555535 5
6418 7564 62172 66423 7564 8464 9320 11120 44042.76639230877 5
6419 8920 121554 7753 8920 9820 10161 11961 6972.468550013461 5
6420 13974 62173 95434 13974 14874 15655 17455 42686.51588845406 5
6421 15330 4248 70389 15330 16230 16180 17980 2433.2803181143195 5
6422 15703 130218 6725 15703 16603 16662 18462 3970.6243279097985 5
6423 16274 9904 4795 16274 17174 17134 18934 3458.5633481541595 5
6424 17547 11509 130628 17547 18447 18402 20202 3785.715079228799 5
6425 18042 87641 11987 18042 18942 19631 21431 12107.0960034859 5
6426 19592 10161 108865 19592 20492 20656 22456 6952.390809445724 5
6427 20601 51749 15187 20601 21501 21445 23245 2774.7672260857853 5
6428 55226 6792 96982 55226 56126 56478 58278 4199.958310198302 5
6429 56217 7090 14180 56217 57117 57456 59256 4598.214965453873 5
6430 57780 98642 10038 57780 58680 58819 60619 3735.1045189299784 5
6431 58684 129817 7655 58684 59584 59954 61754 6659.0249244939805 5
6432 59450 105053 7973 59450 60350 60337 62137 2377.9218702806616 5
6433 61486 95430 5471 61486 62386 62397 64197 3648.6226459888176 5
6434 62365 95361 62154 62365 63265 64315 66115 45206.38788574378 5
6435 65458 10280 14396 65458 66358 66612 68412 6446.164020728118 5
6436 66585 11305 86215 66585 67485 67676 69476 7156.266948544794 5
