r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
329 1219 130810 130333 1219 2119 2190 3990 2537.2849563846967 5
330 1963 5469 7506 1963 2863 4046 5846 14435.561006267526 5
331 3724 35990 88752 3724 4624 4674 6474 4207.289912748895 5
332 4367 103623 103759 4367 5267 6128 7928 7625.812338337826 5
333 8045 109632 3509 8045 8945 9985 11785 49089.264026180346 5
334 9953 91508 6795 9953 10853 10986 12786 5989.112035149883 5
335 11043 5549 12626 11043 11943 12316 14116 7590.198783822415 5
336 12258 85410 3127 12258 13158 13310 15110 5324.937736354309 5
337 13193 100488 14799 13193 14093 13936 15736 2089.882675034517 5
338 13693 93808 9889 13693 14593 14612 16412 4193.916465422302 5
339 14481 37447 123434 14481 15381 15342 17142 3222.503824069821 5
340 15047 6721 44483 15047 15947 15926 17726 5698.983364867199 5
341 16399 16034 14236 16399 17299 17188 18988 2059.5779115131263 5
342 16789 4086 95426 16789 17689 17613 19413 2596.8980798599378 5
343 17193 91499 8930 17193 18093 18296 20096 6473.415327635647 5
344 20221 10421 85476 20221 21121 21220 23020 5136.308474847553 5
345 25624 10349 85392 25624 26524 26777 28577 6935.8148594039985 5
346 27069 100521 11439 27069 27969 27984 29784 4085.743960465765 5
347 27485 35762 10173 27485 28385 28709 30509 8095.217286600671 5
348 28185 16580 5856 28185 29085 29217 31017 9287.01172154838 5
349 30543 130823 8240 30543 31443 31720 33520 7770.09846589058 5
350 31570 7753 6662 31570 32470 32483 34283 3048.6574686255044 5
351 44984 95534 91507 44984 45884 45942 47742 3663.8821560886395 5
352 50041 117657 3115 50041 50941 50963 52763 2296.902319689235 5
353 52373 44282 8907 52373 53273 53173 54973 2248.447447702055 5
354 53189 9889 62136 53189 54089 55575 57375 49537.37068612761 5
355 59035 62222 64492 59035 59935 60740 62540 25652.405582298343 5
356 61398 109632 2330 61398 62298 62628 64428 31429.250941994258 5
357 63335 109496 64492 63335 64235 65895 67695 24159.86248660715 5
358 73458 62027 3117 73458 74358 75384 77184 43825.13670745233 5
359 75093 3114 7099 75093 75993 76340 78140 6496.6509216975655 5
360 76318 4742 4374 76318 77218 77362 79162 5673.44417443997 5
361 79058 8304 36314 79058 79958 80518 82318 6895.334684807122 5
362 81718 87663 14492 81718 82618 82687 84487 5041.5117205426495 5
363 82256 11406 7963 82256 83156 83438 85238 4764.528830650288 5
364 82914 9481 13224 82914 83814 83881 85681 4594.765004878531 5
365 84215 8303 9903 84215 85115 85114 86914 2594.461931000461 5
366 85311 100418 62171 85311 86211 934 2734 44355.9477767078 5
1007 44192 15110 101209 44192 45092 45562 47362 11448.197491237084 5
1008 45686 11402 85092 45686 46586 46625 48425 5301.2025649678735 5
1009 46345 95362 3137 46345 47245 47129 48929 2341.2149778583207 5
1010 49703 13218 100427 49703 50603 50825 52625 7709.617943844515 5
1011 51334 484 8301 51334 52234 52118 53918 2398.5765510119845 5
1012 52382 85439 5473 52382 53282 53652 55452 6719.236636173771 5
1013 53592 484 11758 53592 54492 54423 56223 3127.0511262480545 5
1014 54918 17088 96388 54918 55818 56173 57973 5017.203136898201 5
1015 56381 10472 130810 56381 57281 57621 59421 6046.79778168721 5
1016 57208 4248 2773 57208 58108 58054 59854 2466.6777632521244 5
1017 57718 102045 13394 57718 58618 58528 60328 3318.279101233079 5
1018 58352 2267 123959 58352 59252 59394 61194 4244.046379122387 5
1019 58878 10098 14804 58878 59778 59640 61440 3318.068161332837 5
1020 59403 7095 105054 59403 60303 60453 62253 6012.451953954413 5
1021 60614 120277 9110 60614 61514 61587 63387 4873.128366118028 5
1022 62189 7087 11415 62189 63089 63183 64983 4058.634660574132 5
1023 63217 14794 15808 63217 64117 64278 66078 4007.629210079758 5
1024 64029 17688 130823 64029 64929 65162 66962 5210.767191932406 5
1025 69178 129472 3622 69178 70078 70235 72035 5850.3445348134 5
1026 69794 11302 65496 69794 70694 70514 72314 2508.426940355153 5
1027 70190 11418 4098 70190 71090 70966 72766 2358.5354246294905 5
1028 70899 12072 6928 70899 71799 72170 73970 5116.6168224248795 5
1029 72979 4076 93915 72979 73879 75787 77587 19751.143265898347 5
1030 76838 5468 4756 76838 77738 78020 79820 7224.07317658849 5
1620 -595 11943 10458 -595 305 489 2289 4938.543272993316 5
1621 213 5779 9437 213 1113 1509 3309 4378.454374919473 5
1622 1538 17231 6924 1538 2438 3187 4987 6646.9339337798065 5
1623 3238 11820 17069 3238 4138 4782 6582 9506.194305282323 5
1624 5134 100442 14662 5134 6034 6060 7860 3641.300230829074 5
1625 5703 87642 6795 5703 6603 6988 8788 6428.9726816093225 5
1626 6833 11768 1568 6833 7733 7913 9713 6538.356659072432 5
1627 7840 15535 128753 7840 8740 9194 10994 8031.340578119058 5
1628 9380 637 103665 9380 10280 10140 11940 18221.284610530347 5
1629 9749 100521 18431 9749 10649 10623 12423 2085.101313246468 5
1630 10174 2413 13209 10174 11074 11158 12958 3328.6996093756416 5
1631 11261 87641 13657 11261 12161 12767 14567 11018.894537990798 5
1632 12553 16579 14480 12553 13453 13540 15340 6277.739657856824 5
1633 13814 111704 128866 13814 14714 14883 16683 7925.399085028199 5
1634 14417 8237 85454 14417 15317 15601 17401 8587.436087474602 5
1635 15413 8932 8325 15413 16313 16248 18048 2762.220428168147 5
1636 15868 7097 85361 15868 16768 16742 18542 4174.206840093918 5
1637 16801 4678 12765 16801 17701 18117 19917 10608.882334033508 5
1638 17669 121454 11375 17669 18569 18480 20280 2172.881771863933 5
1639 18194 6889 39988 18194 19094 19072 20872 2403.0357473682966 5
1640 18715 4245 14772 18715 19615 19532 21332 3245.178304003479 5
1641 19167 86231 3863 19167 20067 20255 22055 7669.8892409663395 5
1642 20167 407 4789 20167 21067 21109 22909 3735.6252864695552 5
1643 20889 129235 15534 20889 21789 21984 23784 6364.198754821562 5
1644 22336 7796 44305 22336 23236 23423 25223 4567.648322717703 5
1645 23176 4242 4736 23176 24076 24011 25811 2229.6205034258915 5
1646 24477 5425 12274 24477 25377 25195 26995 2431.0303046228273 5
1647 25668 91529 7089 25668 26568 26777 28577 6027.579114647049 5
1648 26612 10047 6921 26612 27512 27725 29525 7691.519701951858 5
1649 28036 4918 5509 28036 28936 29015 30815 6495.243509006982 5
1650 29327 10709 8316 29327 30227 30741 32541 18371.62666598187 5
1651 30613 80290 16529 30613 31513 31672 33472 7161.464444921176 5
1652 31605 9439 5489 31605 32505 32334 34134 2341.2823753265684 5
1653 31874 124695 11100 31874 32774 32802 34602 4992.069391733939 5
1654 44497 9419 13337 44497 45397 45456 47256 6599.151970845718 5
1655 45288 49390 6805 45288 46188 46580 48380 9729.546007003673 5
1656 46709 12311 7104 46709 47609 47533 49333 2499.7191535196234 5
1657 49293 36034 93915 49293 50193 51438 53238 35875.34046946411 5
1658 52860 4795 5435 52860 53760 53649 55449 2676.5780050468284 5
1659 54223 6392 3118 54223 55123 55294 57094 3988.6903458108895 5
1660 54933 9654 49390 54933 55833 56704 58504 15284.229448434406 5
1661 56503 3178 882 56503 57403 57442 59242 6175.525778305356 5
1662 57440 35975 5416 57440 58340 59373 61173 16774.324140680925 5
1663 59859 5197 87646 59859 60759 60893 62693 2738.633568501688 5
1664 61327 16868 3149 61327 62227 62765 64565 9245.667687093868 5
1665 62999 3157 10100 62999 63899 64620 66420 11133.6429815302 5
1666 72386 62233 64492 72386 73286 74685 76485 24871.512699558163 5
1667 77690 94641 1821 77690 78590 78984 80784 7557.047100993803 5
1668 80307 8031 3124 80307 81207 81787 83587 10248.676918339364 5
2314 -598 14804 8303 -598 302 274 2074 2519.3882619363685 5
2315 59 11436 3947 59 959 1846 3646 12745.239902617002 5
2316 3836 4741 8205 3836 4736 5396 7196 2540.519339443822 5
2317 4893 5424 126461 4893 5793 5911 7711 4439.937701611024 5
2318 5422 128883 14749 5422 6322 6217 8017 2475.999423294273 5
2319 5863 130823 9437 5863 6763 7303 9103 9183.926397246292 5
2320 7337 5684 13066 7337 8237 8381 10181 3372.3250940460853 5
2321 8059 3376 2116 8059 8959 9405 11205 7797.174291838061 5
2322 9285 504 121555 9285 10185 10424 12224 3793.2735018990816 5
2323 10135 12971 7102 10135 11035 11218 13018 5168.598869925934 5
2324 39515 44935 6723 39515 40415 40454 42254 5047.60841851011 5
2325 41698 103949 70415 41698 42598 42752 44552 8399.47150095413 5
2326 43396 3138 3113 43396 44296 44510 46310 6542.668275015599 5
2327 47376 115768 100327 47376 48276 48605 50405 11006.833925121133 5
2328 48920 15110 62147 48920 49820 50777 52577 45801.93391054453 5
2329 53367 4104 96989 53367 54267 54435 56235 6057.245445743369 5
