r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
2457 12582 10160 10271 12582 13482 13512 15312 4405.060642913838 5
2458 13132 5571 10421 13132 14032 14122 15922 5578.152671435549 5
2459 13807 16318 4788 13807 14707 14863 16663 4726.926927381663 5
2460 42890 8331 35757 42890 43790 64877 66677 4334.101999667316 5
2461 65979 3117 130699 65979 66879 67034 68834 4847.72632139993 5
3018 12708 62175 127992 12708 13608 14570 16370 40358.78119536065 5
3019 66953 59339 5454 66953 67853 68271 70071 26248.235748580097 5
3926 12082 100455 2634 12082 12982 12920 14720 3254.4469345577672 5
3927 12432 6367 4745 12432 13332 13412 15212 4936.6938073492065 5
3928 43237 929 71630 43237 44137 44257 46057 17338.04117374168 5
3929 64946 36012 7882 64946 65846 66381 68181 12183.992754282772 5
3930 66273 93802 62144 66273 67173 67911 69711 46903.85093568396 5
4570 13459 62088 64492 13459 14359 15291 17091 25008.535527299 5
4932 12060 36720 79595 12060 12960 13420 15220 76793.53761278636 5
6098 13064 802 7911 13064 13964 13976 15776 12324.698858958107 5
6099 13996 106771 4789 13996 14896 14917 16717 4476.304250530065 5
6773 64269 126694 104014 64269 65169 65540 67340 6530.128300402163 5
6774 65779 91552 10275 65779 66679 66882 68682 5386.608475553325 5
7467 12268 91512 14491 12268 13168 13408 15208 5864.784737034292 5
7468 13792 11439 7688 13792 14692 14903 16703 7369.133437341423 5
7469 64822 14574 62138 64822 65722 66703 68503 46944.0347445629 5
8355 12088 7095 3591 12088 12988 13835 15635 15575.280945537159 5
8356 14312 10725 3123 14312 15212 64984 66784 13403.870775224374 5
8357 64849 11965 6886 64849 65749 65858 67658 3109.027800679391 5
8358 65427 11373 5559 65427 66327 67113 68913 2563.5143506584636 5
9157 13085 16773 3376 13085 13985 13901 15701 3271.327792802229 5
9158 13602 3378 117780 13602 14502 14507 16307 3980.552046382804 5
9159 64311 57203 4724 64311 65211 65258 67058 2693.467593158712 5
9160 66035 2570 15631 66035 66935 67252 69052 8556.915498545106 5
9161 67676 129537 5548 67676 68576 68518 70318 3854.595388921065 5
9966 12399 11305 7687 12399 13299 13270 15070 3929.2185624646727 5
9967 13438 4676 62115 13438 14338 43909 45709 49441.07027541741 5
9968 65050 12765 3155 65050 65950 66536 68336 10993.553844543574 5
9969 67886 70362 14179 67886 68786 15188 16988 15177.389395187669 5
10696 12382 14797 8916 12382 13282 13162 14962 2580.5569821653376 5
10697 67236 35996 35964 67236 68136 68308 70108 2311.0000289970267 5
11342 12679 36094 36023 12679 13579 13805 15605 9025.337329016515 5
11343 13827 14252 3114 13827 14727 43330 45130 15763.424662439034 5
11344 43535 5571 10458 43535 44435 44255 46055 3363.9773578053187 5
11345 66233 7892 7095 66233 67133 67119 68919 2317.774192327166 5
11346 67518 11875 10467 67518 68418 68479 70279 5185.091350647397 5
11989 12796 127014 109715 12796 13696 14025 15825 8392.62664025213 5
12578 13542 84168 17688 13542 14442 14576 16376 5727.777458938679 5
13345 13459 36237 3376 13459 14359 14319 16119 4071.748589472158 5
13346 14035 36201 91567 14035 14935 14996 16796 4379.219462055132 5
13347 64762 11840 6770 64762 65662 65510 67310 2377.8949099991924 5
13348 66823 124596 100412 66823 67723 67595 69395 2426.0367703203847 5
