37.802617, -122.422299
37.798234, -122.425496
37.795114, -122.418286
37.794097, -122.400347
37.783600, -122.419874
37.784363, -122.412836
37.781531, -122.482809
37.765316, -122.418479
37.751270, -122.394404
37.733555, -122.397794
37.743906, -122.395240
37.731875, -122.411613
37.700201, -122.480191
37.687569, -122.493109
37.644462, -122.467846
37.638685, -122.451838
37.622949, -122.413300
37.573874, -122.333925
37.548223, -122.322638
37.518349, -122.265093
37.461415, -122.243636
37.378600, -122.055043
37.687501, -122.493132
37.644343, -122.467844
37.622947, -122.413255
37.622641, -122.410980
37.619854, -122.415143
37.595886, -122.384416
37.581025, -122.352272
37.573916, -122.334076
37.548232, -122.322469
37.544285, -122.283931
37.538568, -122.247109
37.518284, -122.265048
37.490775, -122.233634
37.485327, -122.223420
37.355713, -121.995616
37.362671, -121.954932
37.340974, -121.858630
37.306028, -121.860003
37.573898, -122.334225
37.985057, -122.342808
37.947299, -122.346756
37.965098, -122.299292
37.918161, -122.311222
37.897844, -122.284185
37.890055, -122.297060
37.871154, -122.286331
37.869189, -122.290108
37.862752, -122.268993
37.849978, -122.251913
37.789095, -122.387461
37.790248, -122.407417
37.893466, -122.517063
-1
