r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
461 4826 98641 104874 4826 5726 18295 20095 5950.197951105355 5
462 17818 4693 117660 17818 18718 20037 21837 2507.117331187506 5
463 82520 35790 3118 82520 83420 83672 85472 6568.571293784555 5
464 83204 3115 55617 83204 84104 84595 86395 8150.738172704573 5
465 84451 91552 84761 84451 85351 1225 3025 20099.884186245905 5
1141 82866 3128 8068 82866 83766 83955 85755 5001.846358159796 5
1142 83711 6368 3235 83711 84611 84802 86602 6095.826255215496 5
1752 17857 62170 6800 17857 18757 19794 21594 47383.70556754095 5
1753 19316 6798 10361 19316 20216 20156 21956 4502.092889042021 5
1754 82149 62236 7973 82149 83049 83856 85656 43771.01540074187 5
2447 4614 100442 5566 4614 5514 18386 20186 3844.4505667699827 5
2448 17860 130107 85457 17860 18760 18780 20580 4799.010638978047 5
2449 19045 9479 17173 19045 19945 19975 21775 4934.973413041497 5
3007 18028 62235 95434 18028 18928 19833 21633 43181.49384381006 5
3008 83308 109598 93915 83308 84208 172 1972 57491.86358784739 5
3910 4668 11305 7367 4668 5568 5619 7419 2070.986933784623 5
3911 17214 10457 120279 17214 18114 18128 19928 2716.6061775883786 5
3912 17621 16927 2212 17621 18521 82796 84596 5467.555448376139 5
4562 2874 45755 95086 2874 3774 5595 7395 34558.61057120597 5
4563 18121 62234 2854 18121 19021 82669 84469 41117.97843075393 5
4922 2874 100970 48295 2874 3774 83467 85267 27109.54596245122 5
4923 83682 11418 5566 83682 84582 85148 86948 3170.736599932316 5
5410 19059 62172 1127 19059 19959 20140 21940 29706.641001402673 5
5411 82263 109533 88971 82263 83163 83865 85665 29364.289967852612 5
6759 83848 36237 12245 83848 84748 2609 4409 8204.580496042689 5
7457 19046 9479 11386 19046 19946 20037 21837 5144.709485102874 5
8343 3180 8303 5425 3180 4080 5686 7486 3059.100069586319 5
8344 5157 57202 1432 5157 6057 17888 19688 7238.451845241566 5
8345 17734 2632 10461 17734 18634 18522 20322 2548.576901431708 5
8346 18168 42332 131090 18168 19068 19734 21534 7062.984326076046 5
8347 19339 3115 88244 19339 20239 82703 84503 2038.0678763604822 5
8348 83288 104874 11960 83288 84188 84351 86151 3558.310356708721 5
9153 4795 96663 62171 4795 5695 18712 20512 40824.51394362486 5
9950 2840 7096 11763 2840 3740 3801 5601 3111.9224552978512 5
9951 4746 85092 91512 4746 5646 5706 7506 2243.5652581123677 5
9952 17614 5895 104800 17614 18514 18685 20485 6984.153031550347 5
9953 18188 70345 10043 18188 19088 19649 21449 6261.026055948857 5
9954 19432 17088 11418 19432 20332 20144 21944 2071.3685268234326 5
10693 4881 4730 10172 4881 5781 18247 20047 10257.760489663098 5
10694 17753 6920 47623 17753 18653 19918 21718 10147.964342653162 5
11328 4630 100493 5006 4630 5530 5711 7511 5763.886781662772 5
11329 17715 62173 14805 17715 18615 19697 21497 43408.09051812194 5
11330 82180 62105 10678 82180 83080 83572 85372 38398.943801946174 5
11331 84421 62162 61918 84421 85321 85141 86941 7114.584247199021 5
11978 2848 128911 100424 2848 3748 3806 5606 3972.8517107803154 5
11979 4965 36095 93915 4965 5865 17862 19662 37378.549480065136 5
11980 84421 11448 120277 84421 85321 85141 86941 2161.242110272159 5
12563 5084 95428 85398 5084 5984 17929 19729 7075.796912348338 5
12564 17424 8932 36315 17424 18324 18372 20172 3418.295191701691 5
12565 17892 3138 11441 17892 18792 18813 20613 3378.3968715767082 5
12566 19229 4240 14797 19229 20129 20129 21929 2478.2154747954046 5
12567 82689 95332 12763 82689 83589 84375 86175 7583.364239517907 5
12568 83836 126801 7652 83836 84736 84669 86469 2246.9945195176233 5
12569 84251 4240 4741 84251 85151 85151 86951 3720.682820216438 5
13335 17222 1441 15531 17222 18122 18374 20174 7103.813242076405 5
13336 19437 5193 509 19437 20337 20157 21957 2387.558635490389 5
14039 4636 792 14807 4636 5536 5716 7516 7310.509807331877 5
14040 19048 15192 11844 19048 19948 19855 21655 3594.7142861449647 5
14041 19372 11845 5420 19372 20272 20152 21952 2805.3111374494324 5
14829 2859 100512 109922 2859 3759 3819 5619 2470.140783999205 5
14830 4689 36236 98618 4689 5589 17878 19678 3519.0982950726716 5
14831 17540 120324 8238 17540 18440 18461 20261 4117.7113014771985 5
14832 17924 7213 9110 17924 18824 18824 20624 4256.132064598699 5
14833 19291 17088 117660 19291 20191 20080 21880 2128.499596896841 5
14834 82168 72246 15994 82168 83068 83038 84838 3794.6131976915035 5
14835 83771 3376 11889 83771 84671 85058 86858 7544.90205148905 5
15591 17288 7753 17069 17288 18188 18605 20405 10289.384447192606 5
15592 19038 44478 4388 19038 19938 20001 21801 6732.484871713471 5
15593 83697 123513 6722 83697 84597 478 2278 45259.236362841584 5
16283 17232 14797 130700 17232 18132 18203 20003 4250.8839534455265 5
16284 17876 3619 7091 17876 18776 18836 20636 4956.619057947521 5
16285 19112 15994 7843 19112 20012 20138 21938 5686.017256255476 5
17204 2997 11370 36210 2997 3897 18213 20013 7465.331288301052 5
17205 17835 36214 16764 17835 18735 18770 20570 4337.839985468865 5
17959 2864 100473 36189 2864 3764 5365 7165 7001.180422625174 5
17960 17256 12076 11766 17256 18156 18348 20148 6113.023432041309 5
17961 17849 2663 5560 17849 18749 18831 20631 5729.319920786842 5
17962 19105 66155 53534 19105 20005 20119 21919 5875.586999899666 5
18539 4711 4234 14797 4711 5611 5672 7472 3638.0863720877614 5
18540 19384 87661 131195 19384 20284 83061 84861 2428.1197390677685 5
19298 4655 5571 65770 4655 5555 5735 7535 3676.0191073584588 5
19299 19131 10043 3124 19131 20031 82796 84596 2812.2467992351276 5
19300 83114 6724 10052 83114 84014 83992 85792 3455.7624736610755 5
19301 84105 6785 12274 84105 85005 85186 86986 5979.167125114678 5
19927 2823 11440 13421 2823 3723 18080 19880 8368.608079057136 5
19928 17634 18565 14805 17634 18534 18761 20561 8280.99047097122 5
19929 82789 3510 9904 82789 83689 84049 85849 5348.509597472479 5
20582 2850 125218 85395 2850 3750 5565 7365 10507.529320874879 5
20583 18138 91516 7831 18138 19038 19640 21440 3007.287976253293 5
20584 82021 71566 2116 82021 82921 83323 85123 18384.76721512561 5
21408 17929 9837 14590 17929 18829 18793 20593 3867.680404999796 5
21409 19406 7507 7645 19406 20306 82972 84772 14849.30722860022 5
21410 82547 100476 57266 82547 83447 83495 85295 3310.523768373201 5
21411 83308 104747 5454 83308 84208 85109 86909 5456.89995245512 5
22150 17458 128956 10836 17458 18358 18839 20639 12623.575467305931 5
22151 83861 57203 45552 83861 84761 85196 86996 7716.558413316993 5
22959 4959 9485 85458 4959 5859 17943 19743 10640.49709100684 5
22960 17420 7686 112165 17420 18320 804 2604 8869.295038803837 5
23787 4833 11861 14486 4833 5733 5733 7533 4200.32475770168 5
23788 18016 14807 6107 18016 18916 19822 21622 12511.55854622148 5
23789 83343 9292 5460 83343 84243 84232 86032 2298.8214517982283 5
24697 17449 100405 128388 17449 18349 18707 20507 8444.991885986834 5
24698 19016 4963 7259 19016 19916 20156 21956 5186.35465706425 5
25456 2909 10054 57203 2909 3809 5348 7148 5965.250770709868 5
25457 17295 5549 85428 17295 18195 18591 20391 8001.421346519517 5
25458 18102 7688 124642 18102 19002 19962 21762 9989.384774001075 5
25459 19501 5425 545 19501 20401 83937 85737 13603.31886321375 5
25460 84230 2651 11691 84230 85130 85190 86990 3838.269278854881 5
26179 18092 4104 2824 18092 18992 19618 21418 9520.447654902224 5
26180 19222 6739 10165 19222 20122 20119 21919 3311.1628249950454 5
26837 83559 10280 100427 83559 84459 1855 3655 5859.781127278945 5
27562 17449 14658 126342 17449 18349 18227 20027 2808.250370834145 5
27563 19061 4103 11922 19061 19961 19917 21717 4236.20274256172 5
27564 82021 119335 5797 82021 82921 83371 85171 11506.20216352386 5
27565 83446 14779 128727 83446 84346 84762 86562 11150.790115237869 5
28385 4670 36303 7201 4670 5570 5750 7550 6253.380870519344 5
29237 2992 11862 3373 2992 3892 3835 5635 2425.663553679943 5
29238 17366 120233 4085 17366 18266 18659 20459 6115.746484894236 5
29239 18121 13204 11402 18121 19021 19945 21745 3507.6622803181526 5
29240 82134 123633 7648 82134 83034 83150 84950 5153.912138705524 5
29241 82610 14928 47634 82610 83510 84005 85805 6237.72891437159 5
29242 83584 48306 129012 83584 84484 84826 86626 5845.166196344733 5
29970 2850 100433 100377 2850 3750 3807 5607 3683.8443904544943 5
29971 4862 6735 35759 4862 5762 5755 7555 3004.5683502909556 5
29972 82704 9855 2258 82704 83604 84098 85898 12137.289589812272 5
29973 84316 87425 131240 84316 85216 85156 86956 2650.960804610876 5
31133 2971 7681 5425 2971 3871 18784 20584 8452.820670478704 5
31134 82067 20979 64492 82067 82967 85189 86989 6643.900553688052 5
31793 2824 80616 93817 2824 3724 3785 5585 3319.5199811178386 5
31794 19014 119300 488 19014 19914 83560 85360 7251.8294048016305 5
31795 83365 8312 3114 83365 84265 84279 86079 2646.037553309043 5
31796 83973 53535 94706 83973 84873 334 2134 17767.42493994041 5
32528 17273 131230 65201 17273 18173 18261 20061 3369.6698850519733 5
32529 17893 11508 7685 17893 18793 19889 21689 11293.666226809235 5
32530 19359 7682 10475 19359 20259 20139 21939 2215.570681130207 5
33361 82019 101930 130619 82019 82919 83020 84820 3991.2457211418377 5
33362 82945 44216 84168 82945 83845 84017 85817 5575.661125093142 5
