r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
286 8227 62170 43371 8227 9127 10529 12329 45937.63379862936 5
287 10525 43019 6925 10525 11425 11701 13501 8024.092724875987 5
288 18268 62172 87633 18268 19168 19829 21629 42812.41258050185 5
289 56852 5193 5425 56852 57752 62654 64454 2971.3018687913313 5
290 71041 11845 2495 71041 71941 71849 73649 2202.6107923771383 5
291 72117 5193 5568 72117 73017 73045 74845 3605.903992997578 5
292 73575 14796 106775 73575 74475 74678 76478 4675.615028500214 5
293 74284 10049 91399 74284 75184 75328 77128 5679.614561697124 5
294 75020 18456 7784 75020 75920 76328 78128 6165.119829800062 5
295 76629 70369 6728 76629 77529 78689 80489 18967.26369902364 5
296 81302 70366 11299 81302 82202 82209 84009 5247.278787456684 5
297 82188 1412 62138 82188 83088 84241 86041 46735.47000613344 5
961 6660 62173 93915 6660 7560 9043 10843 58130.38509599782 5
962 9978 85094 4101 9978 10878 10928 12728 4312.619768277077 5
963 15172 74143 96662 15172 16072 16035 17835 3754.1803569602253 5
964 15626 4234 35759 15626 16526 16724 18524 6331.385214510135 5
965 16373 129817 65758 16373 17273 17120 18920 2003.9903274323785 5
966 18182 10098 1558 18182 19082 19577 21377 12394.466811463613 5
967 19830 3145 7911 19830 20730 21070 22870 7813.92987699361 5
968 20917 44929 10163 20917 21817 21663 23463 2604.6445703791405 5
969 50166 241 7786 50166 51066 51427 53227 13291.955048845573 5
970 64462 85460 62171 64462 65362 66757 68557 46861.41006113479 5
971 70190 62023 87633 70190 71090 71695 73495 42481.13307205608 5
972 74195 14795 7648 74195 75095 74996 76796 2068.667507897255 5
973 77817 39988 13205 77817 78717 78795 80595 4452.277757070553 5
974 83012 16922 8238 83012 83912 83984 85784 4324.935984628469 5
975 83867 9432 5701 83867 84767 84980 86780 7032.256005498592 5
976 85374 5420 35957 85374 86274 803 2603 14001.875458436827 5
1545 2243 10473 5561 2243 3143 3184 4984 3142.5476220073633 5
1546 3020 4735 95434 3020 3920 3920 5720 2018.5492018979642 5
1547 4351 130771 10162 4351 5251 5621 7421 6953.033661588855 5
1548 5473 14479 11931 5473 6373 6476 8276 4508.285309354177 5
1549 6155 12223 3169 6155 7055 7178 8978 7814.702615017201 5
1550 7024 35992 8069 7024 7924 8131 9931 7165.367890930342 5
1551 8496 3137 85414 8496 9396 9443 11243 3816.348728716571 5
1552 9071 85458 10170 9071 9971 10222 12022 8100.855984643242 5
1553 16160 62172 7975 16160 17060 17559 19359 42913.26275423779 5
1554 18334 62239 14793 18334 19234 19886 21686 44436.522899575066 5
1555 21083 33995 130530 21083 21983 22578 24378 45793.77155257742 5
1556 25270 38667 99617 25270 26170 26375 28175 22562.86922239608 5
1557 26640 8025 91528 26640 27540 27452 29252 2281.899352621705 5
1558 27052 8236 3385 27052 27952 28381 30181 4438.900858399042 5
1559 28029 6669 13289 28029 28929 28886 30686 4753.652448340547 5
1560 28897 129396 14575 28897 29797 30098 31898 9349.025257994277 5
1561 62185 36226 123229 62185 63085 63307 65107 5544.269289211871 5
1562 68612 62173 5454 68612 69512 70176 71976 42671.99109523728 5
1563 71055 10560 130442 71055 71955 72457 74257 13502.4706304631 5
1564 72296 128548 119843 72296 73196 73260 75060 4350.176242701187 5
1565 73198 128097 1699 73198 74098 74362 76162 4218.811129253543 5
1566 74211 99413 6329 74211 75111 75253 77053 6618.2030038037365 5
1567 75167 85491 11370 75167 76067 77309 79109 23063.473375567268 5
1568 77565 3133 8933 77565 78465 78453 80253 3146.091240067721 5
1569 77954 13219 8299 77954 78854 79207 81007 7598.553477844016 5
1570 78810 4735 129689 78810 79710 79837 81637 4493.571944665911 5
1571 79677 35330 1433 79677 80577 80619 82419 2426.0969613617785 5
1572 83299 94789 9889 83299 84199 85022 86822 15543.059228134685 5
1573 84870 4669 96748 84870 85770 675 2475 5009.384473713724 5
2263 8292 120274 78629 8292 9192 9234 11034 5496.025049429796 5
2264 10870 130752 2889 10870 11770 12493 14293 13651.237948723621 5
2265 12314 36066 11376 12314 13214 13616 15416 10532.90527731003 5
2266 15167 109496 64492 15167 16067 17495 19295 24159.86248660715 5
2267 24242 111722 4493 24242 25142 26027 27827 40992.390251065044 5
2268 33346 10992 65614 33346 34246 34186 35986 7342.42037609969 5
2269 50028 10464 128549 50028 50928 51111 52911 3097.689929956881 5
2270 52930 3123 10100 52930 53830 53810 55610 2255.66878154045 5
2271 56050 6267 6787 56050 56950 63182 64982 18471.4993411763 5
2272 62842 6789 11400 62842 63742 63744 65544 3850.8602179591003 5
2273 63318 14807 11448 63318 64218 64606 66406 9694.222832679276 5
2274 64870 8311 11751 64870 65770 65841 67641 4603.4107034995095 5
2275 67802 5805 62154 67802 68702 69855 71655 45623.995753514035 5
2276 69334 62149 71282 69334 70234 70612 72412 29815.674391858985 5
2277 77258 101599 4741 77258 78158 78129 79929 3042.4751486860773 5
2278 77749 4747 7213 77749 78649 78872 80672 5127.770680256951 5
2279 78783 114475 4738 78783 79683 80016 81816 8006.223224333234 5
2280 79807 12091 9833 79807 80707 80629 82429 2674.4520647234585 5
2281 81140 13216 62115 81140 82040 83503 85303 46847.53620856843 5
2282 84351 119061 8313 84351 85251 85354 87154 5017.344705021856 5
2283 85213 10048 83480 85213 86113 86363 88163 7042.075786426942 5
2875 -69 87633 5199 -69 831 1117 2917 3227.1195881455283 5
2876 746 1412 58315 746 1646 3992 5792 63196.68940470141 5
2877 6106 82132 5455 6106 7006 7665 9465 42273.58606056207 5
2878 9868 109467 11841 9868 10768 11622 13422 47371.04629557892 5
2879 17712 62175 4789 17712 18612 19035 20835 40545.931162995956 5
2880 20156 62239 74883 20156 21056 22331 24131 6849.716896532573 5
2881 23693 24517 5550 23693 24593 25194 26994 44224.50921096894 5
2882 25302 406 11931 25302 26202 26487 28287 8169.066500783202 5
2883 62761 42402 85110 62761 63661 64408 66208 37302.786304955815 5
2884 69514 62173 4249 69514 70414 71674 73474 42634.290495246634 5
2885 71343 103578 12658 71343 72243 72508 74308 17582.196935564058 5
2886 72481 11201 87362 72481 73381 73745 75545 16398.899683788175 5
2887 73475 4795 7962 73475 74375 74472 76272 4124.785270857349 5
2888 74530 87633 11507 74530 75430 75421 77221 3321.02103734403 5
2889 76357 87175 11435 76357 77257 77217 79017 2571.795782034104 5
2890 77194 100520 104752 77194 78094 78078 79878 2995.6361871496006 5
2891 78402 6939 11438 78402 79302 79574 81374 5903.598495975359 5
2892 81302 27090 75033 81302 82202 81974 83774 3651.224352847 5
4431 1265 12764 10050 1265 2165 2440 4240 5040.192502428286 5
4432 5777 62241 64492 5777 6677 7246 9046 24339.307258125627 5
4433 7925 62239 4103 7925 8825 10077 11877 45910.31022230159 5
4434 15324 62232 91205 15324 16224 16969 18769 42717.33711831494 5
4435 17896 62170 95434 17896 18796 19365 21165 42713.05007536627 5
4436 20527 62029 96982 20527 21427 22202 24002 43821.378520945516 5
4437 62020 34095 62120 62020 62920 63146 64946 27651.904587136818 5
4438 66179 109476 14069 66179 67079 67962 69762 45407.6870310691 5
4439 69065 12765 85139 69065 69965 69975 71775 2693.74655623694 5
4440 70002 103569 123624 70002 70902 70956 72756 4277.67438679483 5
4441 73820 87643 4795 73820 74720 74756 76556 3963.2403158740212 5
4442 75490 87618 87433 75490 76390 76440 78240 3973.788673338938 5
4443 76673 88474 10363 76673 77573 77562 79362 3175.2849051501553 5
4444 77073 128486 11967 77073 77973 77948 79748 2973.8911872527756 5
4445 78230 128181 120727 78230 79130 79500 81300 5611.047130943877 5
4846 1274 62236 130530 1274 2174 3668 5468 43960.99596758269 5
4847 3782 15498 10246 3782 4682 5342 7142 6800.58186286734 5
4848 5575 35752 13699 5575 6475 7075 8875 11433.411573148105 5
4849 13064 62241 11841 13064 13964 14999 16799 45125.734564377846 5
4850 14522 3114 8375 14522 15422 15759 17559 9973.528670410067 5
4851 21221 109465 64492 21221 22121 23462 25262 24392.12345136813 5
4852 52349 23578 64492 52349 53249 53849 55649 7012.4592719182365 5
4853 61981 12765 109459 61981 62881 64015 65815 43684.78532701002 5
4854 67049 62236 62086 67049 67949 68910 70710 3394.92212312447 5
4855 68410 109472 4724 68410 69310 70319 72119 44216.036498197 5
4856 77161 65 71049 77161 78061 79562 81362 35463.692324030526 5
4857 84148 62233 2656 84148 85048 105 1905 46444.730777617566 5
5223 1430 33948 4245 1430 2330 3357 5157 42522.523118080535 5
5224 5797 62222 10425 5797 6697 7492 9292 37736.36840794352 5
5225 9687 33994 48311 9687 10587 11761 13561 49864.43627440983 5
5226 11224 78575 53536 11224 12124 12068 13868 2791.351072614915 5
5227 11650 11842 115093 11650 12550 13400 15200 18852.083252701115 5
5228 19014 109486 95428 19014 19914 20677 22477 43060.02399234144 5
5229 50725 112078 119108 50725 51625 53244 55044 8250.03586129618 5
5230 62377 16356 14804 62377 63277 63217 65017 2625.199795845856 5
5231 64584 1445 16907 64584 65484 66097 67897 12517.025018188388 5
5232 66278 1067 130699 66278 67178 67445 69245 6066.591181525789 5
5233 67740 123515 7892 67740 68640 68591 70391 3598.9907583189834 5
5234 68179 128275 4748 68179 69079 69428 71228 2240.8422493015246 5
5235 69594 14395 9551 69594 70494 70475 72275 2773.426217040034 5
5236 70240 14773 117748 70240 71140 71276 73076 6056.179713398517 5
5237 72095 8232 7140 72095 72995 73026 74826 3074.571134975547 5
5238 72495 48842 62145 72495 73395 74210 76010 42177.24951558933 5
5838 278 3131 8931 278 1178 1046 2846 2637.710131683114 5
5839 2404 4098 11303 2404 3304 3197 4997 2177.4273739056885 5
5840 3272 3620 95434 3272 4172 4523 6323 5190.067673741622 5
5841 4583 7885 4065 4583 5483 5549 7349 4188.182789317724 5
5842 7790 8850 5520 7790 8690 9253 11053 13622.994691480018 5
5843 11930 6376 15531 11930 12830 12869 14669 6318.954087571747 5
5844 12375 9513 5113 12375 13275 13148 14948 4290.61193057894 5
5845 13139 5896 5526 13139 14039 14308 16108 8721.398396260061 5
5846 14613 8065 8993 14613 15513 15851 17651 8970.683477576033 5
5847 15722 120274 5456 15722 16622 16605 18405 5197.472246323074 5
5848 16683 2848 7797 16683 17583 17478 19278 2538.8011654689144 5
5849 17214 15185 11438 17214 18114 17968 19768 2253.129731679089 5
5850 17566 86221 14006 17566 18466 18353 20153 2374.562584364865 5
5851 17877 14007 2868 17877 18777 18762 20562 2871.549532384506 5
5852 18851 123214 128250 18851 19751 20084 21884 12333.156973823874 5
5853 21027 2644 100376 21027 21927 21883 23683 3354.287747381442 5
5854 22354 5895 7113 22354 23254 23328 25128 11015.7202006122 5
5855 23260 85816 57417 23260 24160 24089 25889 3980.2075670097856 5
5856 25250 85471 120422 25250 26150 27076 28876 42977.346046322746 5
5857 44349 6367 3118 44349 45249 45475 47275 7242.119153747895 5
5858 50026 11845 111704 50026 50926 50880 52680 2701.001995241598 5
5859 52915 108625 130823 52915 53815 56773 58573 7375.154879640361 5
5860 56259 130810 9633 56259 57159 56980 58780 2965.1566710195657 5
5861 65451 62241 65770 65451 66351 67124 68924 44154.634849077476 5
5862 67238 128753 130823 67238 68138 68375 70175 2779.911661241824 5
5863 68832 65761 3155 68832 69732 70065 71865 7961.271983733524 5
5864 69899 3151 12160 69899 70799 71125 72925 9085.79169619674 5
5865 70698 3121 11437 70698 71598 71478 73278 2220.008776130321 5
5866 71047 128753 123624 71047 71947 72209 74009 3584.642660573337 5
5867 72455 11754 3148 72455 73355 73901 75701 9959.578805039031 5
5868 73400 125607 91510 73400 74300 74592 76392 8861.979079983586 5
5869 74466 5454 62185 74466 75366 76205 78005 43289.59795984856 5
5870 80534 12245 83328 80534 81434 81520 83320 3045.9148499763305 5
5871 81358 2649 9521 81358 82258 82530 84330 5674.857617947039 5
5872 82323 4741 86230 82323 83223 83234 85034 2755.5425371917995 5
5873 82841 43190 11371 82841 83741 83871 85671 2962.1238462197402 5
6606 -501 9366 91439 -501 399 389 2189 3992.1752388934233 5
6607 -95 104747 64183 -95 805 1634 3434 9728.696458571036 5
6608 1111 792 10471 1111 2011 2519 4319 6748.443504346648 5
6609 8712 33995 88279 8712 9612 10584 12384 46327.71940668235 5
6610 16169 62170 13838 16169 17069 17493 19293 16832.71305242629 5
6611 18175 61939 4736 18175 19075 19875 21675 41932.15115280398 5
6612 19388 6722 11766 19388 20288 20513 22313 7392.580513209089 5
6613 20083 85482 5567 20083 20983 20851 22651 3956.3930366480763 5
6614 20587 11438 53530 20587 21487 21483 23283 4130.365976406215 5
6615 21623 91512 7644 21623 22523 22373 24173 2270.1484144127517 5
6616 21926 8303 48311 21926 22826 22949 24749 5056.452604173218 5
6617 22992 95538 87661 22992 23892 23871 25671 3602.080892791148 5
6618 23489 11437 86194 23489 24389 24268 26068 2510.145461370986 5
6619 56820 65326 3117 56820 57720 62876 64676 3798.897328830967 5
6620 63489 5570 3155 63489 64389 64716 66516 6086.276931168885 5
6621 67369 35755 16031 67369 68269 68568 70368 4153.8402364004905 5
6622 70575 87661 123624 70575 71475 71828 73628 3221.334224700454 5
6623 71901 3616 121136 71901 72801 73254 75054 5315.711342207889 5
6624 73106 3515 3124 73106 74006 74257 76057 4056.255080392178 5
6625 73893 35757 11742 73893 74793 75437 77237 9052.799664569344 5
6626 81216 45609 85448 81216 82116 82211 84011 6154.091997321178 5
6627 81753 17176 3158 81753 82653 83141 84941 7058.225268354795 5
6628 82734 7415 3646 82734 83634 83560 85360 2235.7419497539054 5
6629 83479 3236 14793 83479 84379 84881 86681 9273.177957898364 5
6630 84363 5193 10094 84363 85263 85167 86967 2555.8721418219943 5
6631 85487 130823 4737 85487 86387 127 1927 2278.1387312605125 5
7248 -165 37011 35752 -165 735 1324 3124 8280.57927828312 5
7249 859 17088 130810 859 1759 1751 3551 4556.452828164463 5
7250 1689 7644 65360 1689 2589 2576 4376 2593.6771981821494 5
7251 2196 88474 2658 2196 3096 3450 5250 6933.938474155019 5
7252 4250 3115 236 4250 5150 5829 7629 12443.53100930456 5
7253 6743 103936 15109 6743 7643 7924 9724 6765.773286686937 5
7254 9065 4249 11380 9065 9965 10228 12028 6289.35828525691 5
7255 11436 4250 11304 11436 12336 12434 14234 5676.934898830098 5
7256 12652 10660 4748 12652 13552 13534 15334 3637.517138643326 5
7257 19505 103790 8371 19505 20405 20527 22327 6121.17848913238 5
7258 20078 3354 14661 20078 20978 21051 22851 3650.2652357710103 5
7259 50821 13998 61405 50821 51721 52939 54739 11128.586436914076 5
7260 56875 18627 45935 56875 57775 62594 64394 14630.885340327068 5
7261 62579 35945 96619 62579 63479 64069 65869 12879.814170241354 5
7262 65207 95566 17176 65207 66107 66246 68046 5779.26708672164 5
7263 69140 121556 14490 69140 70040 69908 71708 2370.236614626504 5
7264 70929 3124 130823 70929 71829 71814 73614 2352.8456204304257 5
7265 72153 11840 62141 72153 73053 74023 75823 46416.599850347084 5
7266 74418 9350 45935 74418 75318 76842 78642 23189.246870378185 5
7267 76795 10723 18647 76795 77695 78542 80342 14897.923463751156 5
7268 84022 7644 6728 84022 84922 86147 87947 18445.773360481628 5
7269 85686 6728 93915 85686 86586 640 2440 33494.32525322964 5
8091 1736 8317 128720 1736 2636 3868 5668 15368.366817995287 5
8092 3923 61405 7086 3923 4823 5248 7048 3896.2032041493067 5
8093 4710 130530 85422 4710 5610 5827 7627 4516.595939699319 5
8094 5893 85397 35941 5893 6793 7097 8897 9133.460048363453 5
8095 6575 9373 10170 6575 7475 7651 9451 4971.130908736458 5
8096 7481 5788 16693 7481 8381 8527 10327 5605.877606591233 5
8097 8054 17218 2258 8054 8954 9165 10965 5839.126401761461 5
8098 14463 109502 87633 14463 15363 15885 17685 41936.805330851996 5
8099 16826 57921 13724 16826 17726 18730 20530 39116.298041652066 5
8100 18629 69822 2138 18629 19529 20204 22004 12986.809587544416 5
8101 20523 62182 62054 20523 21423 21265 23065 2946.107282937967 5
8102 20738 77372 82664 20738 21638 21400 23200 9014.282750940258 5
8103 21493 62236 9813 21493 22393 22862 24662 34198.724244842655 5
8104 25286 62239 108387 25286 26186 26212 28012 9559.186207082113 5
8105 32559 35948 35954 32559 33459 33339 35139 3035.495769033725 5
8106 50495 107563 67298 50495 51395 51412 53212 8245.75133271994 5
8107 52925 1839 85700 52925 53825 53825 55625 3225.7810563681073 5
8108 62000 11947 88701 62000 62900 63183 64983 6913.53074495545 5
8109 63222 5313 120315 63222 64122 64437 66237 7786.754618122514 5
8110 64391 8239 62117 64391 65291 67644 69444 40087.86218182919 5
8111 71833 61915 10163 71833 72733 73759 75559 40775.867976685586 5
8112 74019 5796 129748 74019 74919 74972 76772 3103.0549922560012 5
8113 74556 126780 2130 74556 75456 76002 77802 13586.964600446981 5
8114 76095 111705 14804 76095 76995 77003 78803 4391.529728249875 5
8115 76668 10355 11441 76668 77568 77579 79379 3768.2331436289674 5
8116 77606 8301 16911 77606 78506 78656 80456 2636.839820027251 5
8117 78220 7963 11509 78220 79120 79091 80891 3117.1154404110493 5
8118 85430 7100 62119 85430 86330 1134 2934 45505.82858250476 5
8927 932 15185 12086 932 1832 2011 3811 4113.291922784114 5
